SIG_CD,Sido,SIG_KOR_NM,한국이름,center_lon,center_lat,solar_09_kst,solar_12_kst,solar_15_kst,solar_day_mean_09_12_15,n_cells,radius_m,method,status,nearest_row,nearest_col,nearest_dist_m,window_cells
27110,대구광역시,대구광역시 중구,중구,128.593605552,35.866535286,272.3409423828125,617.5455932617188,501.1033020019531,463.6632792154948,316,1000.0,centroid_radius_mean,ok,3613,3848,51.57494711640927,120
27140,대구광역시,대구광역시 동구,동구,128.685659642,35.934426326,267.52587890625,601.2521362304688,488.6491394042969,452.47571818033856,312,1000.0,centroid_radius_mean,ok,3690,3929,32.04532410635545,120
27170,대구광역시,대구광역시 서구,서구,128.549697323,35.87500167,272.12713623046875,613.8792114257812,496.94512939453125,460.98382568359375,316,1000.0,centroid_radius_mean,ok,3622,3808,50.99908800368322,120
27200,대구광역시,대구광역시 남구,남구,128.58532935,35.835177156,263.03704833984375,617.2692260742188,501.1116027832031,460.4726257324219,315,1000.0,centroid_radius_mean,ok,3578,3841,38.22857788658853,120
27230,대구광역시,대구광역시 북구,북구,128.577399401,35.928796627,264.49774169921875,604.3362426757812,491.0650329589844,453.29967244466144,316,1000.0,centroid_radius_mean,ok,3682,3832,38.66376360522136,120
27260,대구광역시,대구광역시 수성구,수성구,128.661274135,35.833848859,269.6238098144531,617.6504516601562,503.9057922363281,463.7266845703125,317,1000.0,centroid_radius_mean,ok,3578,3909,46.94676750067037,120
27290,대구광역시,대구광역시 달서구,달서구,128.529211863,35.827483096,266.8902282714844,613.580322265625,499.14556884765625,459.8720397949219,316,1000.0,centroid_radius_mean,ok,3568,3790,48.255890736089036,120
27710,대구광역시,대구광역시 달성군,달성군,128.509346765,35.732338249,239.81504821777344,612.3833618164062,490.8066711425781,447.6683603922526,313,1000.0,centroid_radius_mean,ok,3462,3774,42.71580510195696,120
27720,대구광역시,대구광역시 군위군,군위군,128.648224324,36.170112083,254.67733764648438,596.1265258789062,486.69110107421875,445.83165486653644,313,1000.0,centroid_radius_mean,ok,3951,3891,31.400434931824943,120
30110,대전광역시,대전광역시 동구,동구,127.475037427,36.323920235,235.2823944091797,590.2990112304688,502.7369384765625,442.7727813720703,316,1000.0,centroid_radius_mean,ok,4110,2837,47.92351726464492,120
30140,대전광역시,대전광역시 중구,중구,127.411057309,36.280860154,242.22503662109375,595.6666259765625,508.2603759765625,448.71734619140625,316,1000.0,centroid_radius_mean,ok,4061,2780,46.55363712828914,120
30170,대전광역시,대전광역시 서구,서구,127.345104125,36.280239624,241.35897827148438,593.6566162109375,510.5597839355469,448.52512613932294,316,1000.0,centroid_radius_mean,ok,4060,2721,50.20118473364678,120
30200,대전광역시,대전광역시 유성구,유성구,127.333128684,36.376611787,248.98263549804688,598.622314453125,513.485595703125,453.6968485514323,314,1000.0,centroid_radius_mean,ok,4168,2710,47.19277629008336,120
30230,대전광역시,대전광역시 대덕구,대덕구,127.440151809,36.412178685,234.43191528320312,587.9534301757812,503.3558654785156,441.9137369791667,316,1000.0,centroid_radius_mean,ok,4207,2806,68.42549861631352,120
26110,부산광역시,부산광역시 중구,중구,129.03231145,35.105636352,299.64434814453125,625.8560180664062,513.2657470703125,479.5887044270833,315,1000.0,centroid_radius_mean,ok,2775,4261,37.19678871313924,120
26140,부산광역시,부산광역시 서구,서구,129.014910076,35.103046017,291.30084228515625,625.2392578125,513.4356079101562,476.6585693359375,314,1000.0,centroid_radius_mean,ok,2772,4245,46.44286419318229,120
26170,부산광역시,부산광역시 동구,동구,129.044721113,35.128483537,290.5663757324219,618.6932983398438,512.53662109375,473.9320983886719,312,1000.0,centroid_radius_mean,ok,2801,4272,8.36936033153511,120
26200,부산광역시,부산광역시 영도구,영도구,129.064773858,35.078667322,298.9195861816406,634.034423828125,527.1935424804688,486.7158508300781,310,1000.0,centroid_radius_mean,ok,2746,4291,40.32696423026706,120
26230,부산광역시,부산광역시 부산진구,부산진구,129.043060341,35.165244113,297.279052734375,616.6942749023438,508.28521728515625,474.086181640625,315,1000.0,centroid_radius_mean,ok,2842,4270,52.83886374887546,120
26260,부산광역시,부산광역시 동래구,동래구,129.079219809,35.206212441,299.6790466308594,614.8431396484375,505.4756774902344,473.33262125651044,313,1000.0,centroid_radius_mean,ok,2888,4301,35.9312267309515,120
26290,부산광역시,부산광역시 남구,남구,129.094297607,35.12542498,292.1416931152344,619.840576171875,508.577880859375,473.5200500488281,317,1000.0,centroid_radius_mean,ok,2799,4317,46.979322510290075,120
26320,부산광역시,부산광역시 북구,북구,129.023463256,35.229247892,269.27337646484375,604.2775268554688,491.2645263671875,454.9384765625,316,1000.0,centroid_radius_mean,ok,2912,4250,46.18278568374553,120
26350,부산광역시,부산광역시 해운대구,해운대구,129.15359042,35.193856162,281.15289306640625,615.5458374023438,499.35009765625,465.349609375,315,1000.0,centroid_radius_mean,ok,2876,4369,32.93410933132359,120
26380,부산광역시,부산광역시 사하구,사하구,128.974492377,35.089929888,286.0741271972656,620.8137817382812,507.7564392089844,471.54811604817706,313,1000.0,centroid_radius_mean,ok,2757,4209,29.025484027271492,120
26410,부산광역시,부산광역시 금정구,금정구,129.091528744,35.258893745,300.1578369140625,596.9542236328125,495.2945861816406,464.1355489095052,316,1000.0,centroid_radius_mean,ok,2947,4311,34.073401939666645,120
26440,부산광역시,부산광역시 강서구,강서구,128.902772862,35.154759618,290.3483581542969,618.7267456054688,506.1629638671875,471.7460225423177,316,1000.0,centroid_radius_mean,ok,2827,4142,43.71264092083242,120
26470,부산광역시,부산광역시 연제구,연제구,129.082935268,35.182417984,295.6450500488281,612.5895385742188,500.6848449707031,469.6398111979167,317,1000.0,centroid_radius_mean,ok,2862,4305,51.01659346832019,120
26500,부산광역시,부산광역시 수영구,수영구,129.111201718,35.161307534,290.5727233886719,616.9356079101562,503.7035827636719,470.4039713541667,316,1000.0,centroid_radius_mean,ok,2839,4332,51.13511931668534,120
26530,부산광역시,부산광역시 사상구,사상구,128.986592374,35.158030968,285.5078125,613.4804077148438,504.04150390625,467.67657470703125,317,1000.0,centroid_radius_mean,ok,2833,4218,55.047390007923056,120
26710,부산광역시,부산광역시 기장군,기장군,129.200955357,35.298013443,287.7906188964844,598.2857666015625,486.0457763671875,457.3740539550781,316,1000.0,centroid_radius_mean,ok,2992,4410,67.48038024203072,120
11110,서울특별시,서울특별시 종로구,종로구,126.986259248,37.580893631,243.55294799804688,585.361328125,512.1970825195312,447.03711954752606,309,1000.0,centroid_radius_mean,ok,5505,2399,34.26929019674401,120
11140,서울특별시,서울특별시 중구,중구,126.995967862,37.560143564,242.13882446289062,589.7870483398438,513.134033203125,448.3533020019531,313,1000.0,centroid_radius_mean,ok,5482,2408,13.130316888359578,120
11170,서울특별시,서울특별시 용산구,용산구,126.979906988,37.531384965,240.98507690429688,586.9083862304688,512.7838745117188,446.89244588216144,311,1000.0,centroid_radius_mean,ok,5450,2394,26.013249806627908,120
11200,서울특별시,서울특별시 성동구,성동구,127.041058256,37.551029688,242.09426879882812,588.73828125,511.0432434082031,447.29193115234375,315,1000.0,centroid_radius_mean,ok,5472,2448,40.58419958663293,120
11215,서울특별시,서울특별시 광진구,광진구,127.085744098,37.546720237,242.9509735107422,588.940673828125,507.5114440917969,446.4676971435547,313,1000.0,centroid_radius_mean,ok,5467,2487,9.146342362662908,120
11230,서울특별시,서울특별시 동대문구,동대문구,127.05484785,37.581956547,242.32598876953125,589.5731201171875,513.5025634765625,448.46722412109375,315,1000.0,centroid_radius_mean,ok,5506,2460,33.559628966410166,120
11260,서울특별시,서울특별시 중랑구,중랑구,127.092883177,37.597817379,240.6034393310547,586.3093872070312,505.97235107421875,444.29505920410156,312,1000.0,centroid_radius_mean,ok,5524,2493,22.017008954413626,120
11290,서울특별시,서울특별시 성북구,성북구,127.023375735,37.595113441,243.4180145263672,587.7250366210938,516.8712158203125,449.3380889892578,308,1000.0,centroid_radius_mean,ok,5521,2432,18.924957001469885,120
11305,서울특별시,서울특별시 강북구,강북구,127.014756733,37.632173233,252.41616821289062,591.1326293945312,519.9266357421875,454.49181111653644,311,1000.0,centroid_radius_mean,ok,5562,2424,39.146102614841936,120
11320,서울특별시,서울특별시 도봉구,도봉구,127.032368819,37.669102085,249.17250061035156,583.7522583007812,513.00732421875,448.64402770996094,312,1000.0,centroid_radius_mean,ok,5603,2440,15.232284138090336,120
11350,서울특별시,서울특별시 노원구,노원구,127.075036866,37.652510323,239.59828186035156,578.7703857421875,498.5614013671875,438.9766896565755,317,1000.0,centroid_radius_mean,ok,5585,2477,55.43062848021085,120
11380,서울특별시,서울특별시 은평구,은평구,126.927022599,37.619211281,232.80758666992188,580.4469604492188,514.7642211914062,442.6729227701823,316,1000.0,centroid_radius_mean,ok,5548,2347,46.12069228985895,120
11410,서울특별시,서울특별시 서대문구,서대문구,126.939062887,37.577785697,235.41470336914062,584.7830200195312,512.6466674804688,444.2814636230469,316,1000.0,centroid_radius_mean,ok,5502,2358,50.25038258213467,120
11440,서울특별시,서울특별시 마포구,마포구,126.908269821,37.559313882,240.30653381347656,585.1064453125,516.3756103515625,447.2628631591797,312,1000.0,centroid_radius_mean,ok,5481,2331,36.00939437520383,120
11470,서울특별시,서울특별시 양천구,양천구,126.856281538,37.519096479,239.55734252929688,585.8875732421875,519.9769897460938,448.4739685058594,315,1000.0,centroid_radius_mean,ok,5436,2285,43.863001256093845,120
11500,서울특별시,서울특별시 강서구,강서구,126.822511815,37.565932423,236.82122802734375,582.582763671875,520.3187255859375,446.57423909505206,315,1000.0,centroid_radius_mean,ok,5488,2255,48.66373497910789,120
11530,서울특별시,서울특별시 구로구,구로구,126.858045733,37.498047643,239.8406982421875,587.6050415039062,520.5311279296875,449.32562255859375,310,1000.0,centroid_radius_mean,ok,5413,2286,32.15627382300888,120
11545,서울특별시,서울특별시 금천구,금천구,126.900819966,37.460567564,239.650146484375,586.6649780273438,515.4183349609375,447.24448649088544,311,1000.0,centroid_radius_mean,ok,5371,2324,32.26819071104968,120
11560,서울특별시,서울특별시 영등포구,영등포구,126.91016926,37.522308681,240.19357299804688,586.0704345703125,516.2229614257812,447.4956563313802,311,1000.0,centroid_radius_mean,ok,5440,2332,31.78151484965557,120
11590,서울특별시,서울특별시 동작구,동작구,126.944196974,37.504643286,240.77699279785156,587.5969848632812,513.9885864257812,447.4541880289714,317,1000.0,centroid_radius_mean,ok,5420,2362,39.445263062443395,120
11620,서울특별시,서울특별시 관악구,관악구,126.945336876,37.46737569,238.2871551513672,585.8684692382812,512.697998046875,445.6178741455078,312,1000.0,centroid_radius_mean,ok,5379,2363,28.936428354508944,120
11650,서울특별시,서울특별시 서초구,서초구,127.008838602,37.491482128,241.51173400878906,587.6530151367188,510.97650146484375,446.7137502034505,315,1000.0,centroid_radius_mean,ok,5406,2419,43.41105640922189,120
11680,서울특별시,서울특별시 강남구,강남구,127.062984927,37.496643893,242.9860382080078,587.9736938476562,512.5094604492188,447.82306416829425,310,1000.0,centroid_radius_mean,ok,5411,2467,42.57240772687779,120
11710,서울특별시,서울특별시 송파구,송파구,127.115294815,37.505619635,242.57875061035156,586.060791015625,507.2393493652344,445.292963663737,314,1000.0,centroid_radius_mean,ok,5421,2513,46.96234186540934,120
11740,서울특별시,서울특별시 강동구,강동구,127.147011564,37.550450243,245.5343780517578,586.7766723632812,503.2265625,445.179204305013,312,1000.0,centroid_radius_mean,ok,5471,2541,32.24578216118327,120
36110,세종특별자치시,세종특별자치시,세종특별자치시,127.258780052,36.560657707,240.3265380859375,590.147216796875,508.9521179199219,446.4752909342448,314,1000.0,centroid_radius_mean,ok,4372,2643,28.923498237238476,120
31110,울산광역시,울산광역시 중구,중구,129.308242576,35.571049338,291.40521240234375,596.5590209960938,486.18121337890625,458.04848225911456,313,1000.0,centroid_radius_mean,ok,3298,4499,34.364998481294904,120
31140,울산광역시,울산광역시 남구,남구,129.329264304,35.514681561,289.9559326171875,598.923583984375,486.95556640625,458.6116943359375,312,1000.0,centroid_radius_mean,ok,3236,4520,10.154594179033245,120
31170,울산광역시,울산광역시 동구,동구,129.426062693,35.525578026,291.81964111328125,608.095458984375,498.3839416503906,466.0996805826823,315,1000.0,centroid_radius_mean,ok,3250,4607,38.2529445085598,120
31200,울산광역시,울산광역시 북구,북구,129.379810113,35.610053912,280.7197265625,598.39208984375,484.5025939941406,454.5381368001302,314,1000.0,centroid_radius_mean,ok,3343,4563,13.801007341047683,120
31710,울산광역시,울산광역시 울주군,울주군,129.174482935,35.575002127,285.1867980957031,588.1428833007812,476.0682067871094,449.79929606119794,318,1000.0,centroid_radius_mean,ok,3300,4378,49.44271289241133,120
28110,인천광역시,인천광역시 중구,중구,126.468545105,37.476064332,241.33526611328125,604.19482421875,549.7776489257812,465.1025797526042,313,1000.0,centroid_radius_mean,ok,5390,1943,33.74466623602063,120
28140,인천광역시,인천광역시 동구,동구,126.626017101,37.486507519,243.96102905273438,603.4949340820312,544.2245483398438,463.8935038248698,316,1000.0,centroid_radius_mean,ok,5401,2082,42.29231187582268,120
28177,인천광역시,인천광역시 미추홀구,미추홀구,126.664639877,37.452582226,234.62255859375,589.8961791992188,532.2417602539062,452.2534993489583,313,1000.0,centroid_radius_mean,ok,5363,2116,34.68756884664527,120
28185,인천광역시,인천광역시 연수구,연수구,126.64943396,37.394614645,249.38522338867188,611.4473266601562,550.372802734375,470.4017842610677,314,1000.0,centroid_radius_mean,ok,5299,2102,49.7466925250025,120
28200,인천광역시,인천광역시 남동구,남동구,126.726570221,37.431133003,236.19253540039062,587.32421875,528.35498046875,450.62391153971356,312,1000.0,centroid_radius_mean,ok,5339,2170,26.223553466205708,120
28237,인천광역시,인천광역시 부평구,부평구,126.72120917,37.496658742,237.09246826171875,588.87451171875,528.3268432617188,451.4312744140625,316,1000.0,centroid_radius_mean,ok,5412,2166,43.599441770899304,120
28245,인천광역시,인천광역시 계양구,계양구,126.734699653,37.557296958,236.9581756591797,586.1173706054688,526.3402099609375,449.8052520751953,312,1000.0,centroid_radius_mean,ok,5479,2178,25.47521664544814,120
28260,인천광역시,인천광역시 서구,서구,126.65673709,37.52793507,250.80413818359375,611.497314453125,548.389404296875,470.23028564453125,312,1000.0,centroid_radius_mean,ok,5447,2109,38.65362991453544,120
28710,인천광역시,인천광역시 강화군,강화군,126.443775629,37.705875826,230.20619201660156,575.1031494140625,523.3449096679688,442.88475036621094,316,1000.0,centroid_radius_mean,ok,5645,1922,46.24853721011052,120
28720,인천광역시,인천광역시 옹진군,옹진군,124.67487279,37.953668588,204.0701446533203,564.2919921875,548.744140625,439.0354258219401,314,1000.0,centroid_radius_mean,ok,5944,374,43.23453970206187,120
46110,전라남도,전라남도 목포시,목포시,126.404395654,34.813234078,234.5859832763672,606.3132934570312,545.91162109375,462.2702992757161,316,1000.0,centroid_radius_mean,ok,2431,1868,57.70062365662689,120
46130,전라남도,전라남도 여수시,여수시,127.643112462,34.780113915,266.8540344238281,623.9603271484375,535.3911743164062,475.40184529622394,311,1000.0,centroid_radius_mean,ok,2395,3000,22.179800246814267,120
46150,전라남도,전라남도 순천시,순천시,127.389162261,34.994746129,246.16050720214844,614.7198486328125,509.7409973144531,456.873784383138,312,1000.0,centroid_radius_mean,ok,2632,2767,35.611599455447994,120
46170,전라남도,전라남도 나주시,나주시,126.720410042,34.988589394,236.681884765625,596.0536499023438,525.4395141601562,452.7250162760417,313,1000.0,centroid_radius_mean,ok,2625,2158,41.47971062294849,120
46230,전라남도,전라남도 광양시,광양시,127.64938974,35.028548958,260.6695861816406,603.0399780273438,494.17584228515625,452.6284688313802,316,1000.0,centroid_radius_mean,ok,2671,3004,38.885142555887036,120
46710,전라남도,전라남도 담양군,담양군,126.995290578,35.291495103,241.51852416992188,596.7786254882812,507.4527893066406,448.58331298828125,312,1000.0,centroid_radius_mean,ok,2961,2408,22.64706169788418,120
46720,전라남도,전라남도 곡성군,곡성군,127.263582243,35.216613552,226.0570068359375,599.7023315429688,504.9594421386719,443.5729268391927,316,1000.0,centroid_radius_mean,ok,2878,2652,51.26343712862259,120
46730,전라남도,전라남도 구례군,구례군,127.503118974,35.236766215,244.13888549804688,599.9603271484375,487.2143249511719,443.77117919921875,315,1000.0,centroid_radius_mean,ok,2902,2869,32.4447946510917,120
46770,전라남도,전라남도 고흥군,고흥군,127.317451236,34.622567627,245.12400817871094,616.4376831054688,530.8341064453125,464.1319325764974,317,1000.0,centroid_radius_mean,ok,2219,2703,45.93595352169708,120
46780,전라남도,전라남도 보성군,보성군,127.160718518,34.814490445,253.4925537109375,614.3786010742188,525.127197265625,464.33278401692706,315,1000.0,centroid_radius_mean,ok,2431,2559,43.83010178769171,120
46790,전라남도,전라남도 화순군,화순군,127.033433259,35.008185725,232.04452514648438,604.66455078125,511.3465270996094,449.35186767578125,316,1000.0,centroid_radius_mean,ok,2646,2443,49.5502317260336,120
46800,전라남도,전라남도 장흥군,장흥군,126.921408055,34.676854355,250.03070068359375,607.777587890625,523.9849853515625,460.59775797526044,316,1000.0,centroid_radius_mean,ok,2278,2341,53.81221803463791,120
46810,전라남도,전라남도 강진군,강진군,126.828568946,34.59547602,231.22653198242188,600.3861694335938,522.8394775390625,451.4840596516927,313,1000.0,centroid_radius_mean,ok,2188,2255,47.06050209201511,120
46820,전라남도,전라남도 해남군,해남군,126.512077671,34.558893609,240.6775665283203,610.15283203125,541.2863159179688,464.0389048258464,316,1000.0,centroid_radius_mean,ok,2148,1965,48.54797075681953,120
46830,전라남도,전라남도 영암군,영암군,126.6235127,34.795821897,234.5326385498047,601.5997924804688,527.7514038085938,454.62794494628906,314,1000.0,centroid_radius_mean,ok,2411,2068,49.16211300485211,120
46840,전라남도,전라남도 무안군,무안군,126.478770194,34.902955068,227.97933959960938,594.6848754882812,532.4779052734375,451.7140401204427,313,1000.0,centroid_radius_mean,ok,2531,1937,33.13359437003688,120
46860,전라남도,전라남도 함평군,함평군,126.535603901,35.112670531,224.98007202148438,590.9876098632812,521.6991577148438,445.8889465332031,316,1000.0,centroid_radius_mean,ok,2763,1990,46.9519466170698,120
46870,전라남도,전라남도 영광군,영광군,126.46254079,35.277900987,232.45883178710938,595.7849731445312,536.4280395507812,454.89061482747394,316,1000.0,centroid_radius_mean,ok,2947,1924,50.08417132109043,120
46880,전라남도,전라남도 장성군,장성군,126.768494621,35.329564365,241.93865966796875,594.6415405273438,520.088623046875,452.2229410807292,316,1000.0,centroid_radius_mean,ok,3004,2202,34.73265693594233,120
46890,전라남도,전라남도 완도군,완도군,126.698648078,34.344748088,237.15225219726562,602.9660034179688,550.9461669921875,463.6881408691406,316,1000.0,centroid_radius_mean,ok,1910,2136,47.456273893490774,120
46900,전라남도,전라남도 진도군,진도군,126.242779757,34.459269389,231.72845458984375,601.8251342773438,541.6906127929688,458.41473388671875,313,1000.0,centroid_radius_mean,ok,2039,1718,23.06524095234925,120
46910,전라남도,전라남도 신안군,신안군,126.215176309,35.0813325,226.27084350585938,596.7586669921875,543.5118408203125,455.51378377278644,314,1000.0,centroid_radius_mean,ok,2730,1698,46.74713070835148,120
52110,전북특별자치도,전북특별자치도 전주시,전주시,127.1183982025,35.830368265,241.5532989501953,595.0015258789062,507.15704345703125,447.9039560953776,311,1000.0,centroid_radius_mean,ok,3560,2519,24.02671127661361,120
52111,전북특별자치도,전북특별자치도 전주시 완산구,전주시 완산구,127.120764418,35.791249368,242.21066284179688,595.7617797851562,509.4159240722656,449.12945556640625,313,1000.0,centroid_radius_mean,ok,3517,2521,39.01321916448317,120
52113,전북특별자치도,전북특별자치도 전주시 덕진구,전주시 덕진구,127.116031987,35.869487162,239.28219604492188,593.28271484375,506.1450500488281,446.2366536458333,315,1000.0,centroid_radius_mean,ok,3604,2517,63.14534772413739,120
52130,전북특별자치도,전북특별자치도 군산시,군산시,126.796892066,35.965130063,228.37649536132812,591.8899536132812,526.6365966796875,448.9676818847656,313,1000.0,centroid_radius_mean,ok,3710,2229,31.55582314934773,120
52140,전북특별자치도,전북특별자치도 익산시,익산시,126.989509892,36.023105553,234.11387634277344,596.1444702148438,515.2725219726562,448.5102895100911,316,1000.0,centroid_radius_mean,ok,3774,2403,44.91348945900082,120
52180,전북특별자치도,전북특별자치도 정읍시,정읍시,126.905857266,35.602624659,237.0462188720703,593.3592529296875,510.9009704589844,447.1021474202474,313,1000.0,centroid_radius_mean,ok,3307,2327,6.919966248335001,120
52190,전북특별자치도,전북특별자치도 남원시,남원시,127.428755011,35.453468536,257.7138671875,605.6843872070312,497.9009094238281,453.7663879394531,316,1000.0,centroid_radius_mean,ok,3142,2801,53.43699992832487,120
52210,전북특별자치도,전북특별자치도 김제시,김제시,126.896118705,35.80681797,234.42857360839844,594.1558837890625,519.3199462890625,449.3014678955078,315,1000.0,centroid_radius_mean,ok,3534,2318,42.86045691450007,120
52710,전북특별자치도,전북특별자치도 완주군,완주군,127.22296493,35.922586151,222.64285278320312,582.8626098632812,483.8468017578125,429.7840881347656,316,1000.0,centroid_radius_mean,ok,3663,2613,39.19609959525032,120
52720,전북특별자치도,전북특별자치도 진안군,진안군,127.430035163,35.828807453,243.8609619140625,593.3030395507812,491.0365295410156,442.73351033528644,314,1000.0,centroid_radius_mean,ok,3559,2800,43.30844735493942,120
52730,전북특별자치도,전북특별자치도 무주군,무주군,127.712952833,35.939367356,244.6908416748047,600.6349487304688,498.2691955566406,447.864995320638,315,1000.0,centroid_radius_mean,ok,3684,3054,45.70631789814972,120
52740,전북특별자치도,전북특별자치도 장수군,장수군,127.544263796,35.657460976,263.8773193359375,615.4261474609375,503.71197509765625,461.00514729817706,316,1000.0,centroid_radius_mean,ok,3369,2904,49.45745276738022,120
52750,전북특별자치도,전북특별자치도 임실군,임실군,127.236662214,35.598242385,251.27333068847656,604.185546875,507.0077209472656,454.15553283691406,312,1000.0,centroid_radius_mean,ok,3302,2626,39.99913147280794,120
52770,전북특별자치도,전북특별자치도 순창군,순창군,127.090086697,35.433634301,245.4566650390625,607.7866821289062,517.5014038085938,456.9149169921875,314,1000.0,centroid_radius_mean,ok,3119,2494,29.1674308017721,120
52790,전북특별자치도,전북특별자치도 고창군,고창군,126.616083491,35.448134367,232.59552001953125,593.4990844726562,531.0731201171875,452.3892415364583,317,1000.0,centroid_radius_mean,ok,3136,2064,46.371282210422194,120
52800,전북특별자치도,전북특별자치도 부안군,부안군,126.655605324,35.680146074,231.3982391357422,597.4059448242188,529.7117919921875,452.8386586507161,315,1000.0,centroid_radius_mean,ok,3394,2101,48.19203449497194,120
50110,제주특별자치도,제주특별자치도 제주시,제주시,126.528229894,33.438050051,231.37098693847656,565.9656982421875,501.72796630859375,433.02155049641925,315,1000.0,centroid_radius_mean,ok,903,1974,38.23009029260165,120
50130,제주특별자치도,제주특별자치도 서귀포시,서귀포시,126.557354194,33.305862849,257.62811279296875,521.5396118164062,456.2832336425781,411.8169860839844,316,1000.0,centroid_radius_mean,ok,756,2001,30.693065465589545,120
44130,충청남도,충청남도 천안시,천안시,127.1878926385,36.838076325,234.22621154785156,582.8976440429688,506.2547912597656,441.126215616862,313,1000.0,centroid_radius_mean,ok,4680,2579,25.19839905723127,120
44131,충청남도,충청남도 천안시 동남구,천안시 동남구,127.213975884,36.783442003,245.43014526367188,586.8012084960938,507.2905578613281,446.50730387369794,312,1000.0,centroid_radius_mean,ok,4619,2602,26.606847063139856,120
44133,충청남도,충청남도 천안시 서북구,천안시 서북구,127.161809393,36.892710647,243.47750854492188,584.9044799804688,508.68939208984375,445.6904602050781,316,1000.0,centroid_radius_mean,ok,4741,2555,67.40274270470552,120
44150,충청남도,충청남도 공주시,공주시,127.075219115,36.479819761,236.41122436523438,588.094482421875,506.3578796386719,443.62119547526044,311,1000.0,centroid_radius_mean,ok,4282,2479,36.64151259253949,120
44180,충청남도,충청남도 보령시,보령시,126.609191927,36.3253592,229.24081420898438,585.10107421875,521.1776733398438,445.1731872558594,312,1000.0,centroid_radius_mean,ok,4111,2062,42.78403066486314,120
44200,충청남도,충청남도 아산시,아산시,126.980078546,36.807315823,241.670166015625,583.84912109375,508.3402099609375,444.6198323567708,310,1000.0,centroid_radius_mean,ok,4645,2394,46.70773830049711,120
44210,충청남도,충청남도 서산시,서산시,126.486372306,36.753254877,230.36167907714844,574.5833129882812,514.6585083007812,439.8678334554036,316,1000.0,centroid_radius_mean,ok,4587,1954,64.61262006250644,120
44230,충청남도,충청남도 논산시,논산시,127.157716099,36.190886912,234.4907989501953,589.5202026367188,505.7275085449219,443.2461700439453,316,1000.0,centroid_radius_mean,ok,3961,2553,49.206842704807165,120
44250,충청남도,충청남도 계룡시,계룡시,127.234426334,36.291593696,243.2160186767578,587.6233520507812,505.4250793457031,445.4214833577474,312,1000.0,centroid_radius_mean,ok,4073,2622,25.568258809786013,120
44270,충청남도,충청남도 당진시,당진시,126.654275223,36.902175321,232.33497619628906,580.9649047851562,517.3258666992188,443.5419158935547,315,1000.0,centroid_radius_mean,ok,4751,2104,59.52857714016402,120
44710,충청남도,충청남도 금산군,금산군,127.478311611,36.119000806,249.10003662109375,600.9004516601562,511.1925048828125,453.7309977213542,312,1000.0,centroid_radius_mean,ok,3882,2841,39.06890474585746,120
44760,충청남도,충청남도 부여군,부여군,126.856967364,36.246383896,226.55189514160156,586.9429931640625,516.0145263671875,443.1698048909505,316,1000.0,centroid_radius_mean,ok,4022,2284,40.56491829319559,120
44770,충청남도,충청남도 서천군,서천군,126.70453076,36.107041941,230.36282348632812,591.1279907226562,527.0670166015625,449.51927693684894,315,1000.0,centroid_radius_mean,ok,3868,2147,47.51596568944178,120
44790,충청남도,충청남도 청양군,청양군,126.853112833,36.430582958,234.31617736816406,586.5336303710938,507.3836669921875,442.74449157714844,314,1000.0,centroid_radius_mean,ok,4227,2281,48.69901123428946,120
44800,충청남도,충청남도 홍성군,홍성군,126.625897416,36.570107434,230.80625915527344,577.81298828125,514.537109375,441.0521189371745,314,1000.0,centroid_radius_mean,ok,4382,2078,47.50738887876151,120
44810,충청남도,충청남도 예산군,예산군,126.875723629,36.648037048,241.72927856445312,582.1610107421875,502.2901916503906,442.06016031901044,313,1000.0,centroid_radius_mean,ok,4469,2301,47.15805490201831,120
44825,충청남도,충청남도 태안군,태안군,126.258045192,36.772753361,225.0165252685547,577.0112915039062,529.2384643554688,443.75542704264325,315,1000.0,centroid_radius_mean,ok,4609,1751,55.85254621333006,120
43110,충청북도,충청북도 청주시,청주시,127.47096941075,36.6267293285,242.7681121826172,588.8051147460938,501.4493713378906,444.3408660888672,308,1000.0,centroid_radius_mean,ok,4446,2832,20.49913462017733,120
43111,충청북도,충청북도 청주시 상당구,청주시 상당구,127.584881846,36.592112573,244.34677124023438,586.508544921875,496.681640625,442.51231892903644,315,1000.0,centroid_radius_mean,ok,4408,2934,38.59606424687036,120
43112,충청북도,충청북도 청주시 서원구,청주시 서원구,127.438403296,36.547265055,234.87994384765625,586.0392456054688,499.95904541015625,440.29274495442706,316,1000.0,centroid_radius_mean,ok,4358,2803,47.54311313485044,120
43113,충청북도,충청북도 청주시 흥덕구,청주시 흥덕구,127.369274884,36.646960767,242.1294708251953,590.3364868164062,506.587158203125,446.3510386149089,311,1000.0,centroid_radius_mean,ok,4468,2741,5.341696109803717,120
43114,충청북도,충청북도 청주시 청원구,청주시 청원구,127.491317617,36.720578919,244.67437744140625,588.92236328125,503.51531982421875,445.7040201822917,318,1000.0,centroid_radius_mean,ok,4550,2849,53.44644050892217,120
43130,충청북도,충청북도 충주시,충주시,127.895661987,37.015196941,246.21046447753906,588.256103515625,494.97039794921875,443.1456553141276,314,1000.0,centroid_radius_mean,ok,4880,3206,56.123712397150605,120
43150,충청북도,충청북도 제천시,제천시,128.14095902,37.059911831,250.39089965820312,592.4068603515625,488.7659606933594,443.8545735677083,315,1000.0,centroid_radius_mean,ok,4933,3423,50.52750332381141,120
