station_id,network,longitude,latitude,elevation_m,year,valid_tmax_days,valid_tmin_days,h02_mean_daily_max_c,h03_mean_daily_min_c,h04_heatwave_days,h05_tropical_nights,h06_wsdi_days,h07_annual_max_daily_max_c,h08_tx90p_days,h09_maximum_warm_spell_days,percentile_baseline_status,quality_status
152,ASOS,129.33469,35.58237,81.14,2023,358,358,19.534357541899453,11.118994413407817,2,6,,34.4,,,1991-2020_BASELINE_PENDING,PASS
152,ASOS,129.33469,35.58237,81.14,2024,359,359,19.796378830083565,11.811977715877443,14,22,,35.8,,,1991-2020_BASELINE_PENDING,PASS
152,ASOS,129.33469,35.58237,81.14,2025,358,358,19.448044692737433,10.972067039106143,24,19,,35.8,,,1991-2020_BASELINE_PENDING,PASS
155,ASOS,128.57282,35.17019,34.97,2021,358,358,19.484916201117315,11.168435754189941,6,12,,35.2,,,1991-2020_BASELINE_PENDING,PASS
155,ASOS,128.57282,35.17019,34.97,2022,358,358,19.305865921787703,10.882402234636869,8,18,,34.4,,,1991-2020_BASELINE_PENDING,PASS
155,ASOS,128.57282,35.17019,34.97,2023,358,358,19.772625698324035,11.406145251396646,11,21,,35.5,,,1991-2020_BASELINE_PENDING,PASS
155,ASOS,128.57282,35.17019,34.97,2024,359,359,20.67103064066852,12.620891364902507,36,53,,37.2,,,1991-2020_BASELINE_PENDING,PASS
155,ASOS,128.57282,35.17019,34.97,2025,358,358,20.106424581005584,11.870111731843577,25,33,,35.3,,,1991-2020_BASELINE_PENDING,PASS
156,ASOS,126.89156,35.17294,70.28,2021,358,358,19.934357541899445,11.123463687150837,11,11,,34.4,,,1991-2020_BASELINE_PENDING,PASS
156,ASOS,126.89156,35.17294,70.28,2022,358,358,19.768435754189934,10.839664804469274,9,24,,34.5,,,1991-2020_BASELINE_PENDING,PASS
156,ASOS,126.89156,35.17294,70.28,2023,358,358,20.0913407821229,11.368715083798882,14,17,,35.2,,,1991-2020_BASELINE_PENDING,PASS
156,ASOS,126.89156,35.17294,70.28,2024,359,359,20.4526462395543,12.22534818941504,26,34,,36.3,,,1991-2020_BASELINE_PENDING,PASS
156,ASOS,126.89156,35.17294,70.28,2025,358,358,19.91871508379889,11.310893854748608,35,31,,35.8,,,1991-2020_BASELINE_PENDING,PASS
159,ASOS,129.03203,35.10468,69.56,2021,358,358,19.596089385474862,12.649720670391062,1,24,,34.6,,,1991-2020_BASELINE_PENDING,PASS
