station_id,longitude,latitude,elevation_m,year,valid_days,heatwave_days,valid_nights,tropical_nights,wsdi_days,maximum_warm_spell_days
281,128.9514,35.97742,96.12,2025,358,38,351,7,0,3
283,129.20123,35.81747,40.13,2021,358,14,351,1,0,3
283,129.20123,35.81747,40.13,2022,358,31,351,13,0,2
283,129.20123,35.81747,40.13,2023,357,25,350,7,0,5
283,129.20123,35.81747,40.13,2024,358,53,351,23,0,3
283,129.20123,35.81747,40.13,2025,358,47,351,13,0,4
284,127.9099,35.66739,228.45,2021,358,7,350,0,0,4
284,127.9099,35.66739,228.45,2022,358,9,351,3,0,3
284,127.9099,35.66739,228.45,2023,357,7,351,1,0,5
284,127.9099,35.66739,228.45,2024,359,21,352,1,0,3
284,127.9099,35.66739,228.45,2025,355,32,348,2,0,4
285,128.16994,35.56505,26.72,2021,358,13,351,0,0,2
285,128.16994,35.56505,26.72,2022,358,20,351,9,0,2
285,128.16994,35.56505,26.72,2023,358,14,351,5,0,3
285,128.16994,35.56505,26.72,2024,359,48,352,31,0,3
285,128.16994,35.56505,26.72,2025,358,41,351,8,0,3
288,128.74412,35.49147,8.31,2021,358,21,351,1,0,3
288,128.74412,35.49147,8.31,2022,358,26,351,21,0,3
288,128.74412,35.49147,8.31,2023,357,20,351,18,0,5
288,128.74412,35.49147,8.31,2024,359,53,352,34,0,3
288,128.74412,35.49147,8.31,2025,358,49,351,26,0,4
289,127.8791,35.413,138.22,2021,358,9,351,0,0,4
289,127.8791,35.413,138.22,2022,358,11,351,4,0,2
289,127.8791,35.413,138.22,2023,358,12,351,7,0,3
289,127.8791,35.413,138.22,2024,359,37,352,15,0,5
289,127.8791,35.413,138.22,2025,356,33,350,3,0,4
294,128.60459,34.88818,44.83,2021,358,2,351,12,0,2
294,128.60459,34.88818,44.83,2022,358,0,351,17,0,2
294,128.60459,34.88818,44.83,2023,358,5,351,12,0,4
294,128.60459,34.88818,44.83,2024,359,8,352,39,0,4
294,128.60459,34.88818,44.83,2025,358,4,351,22,0,4
295,127.92641,34.81662,45.71,2021,358,4,351,8,0,3
295,127.92641,34.81662,45.71,2022,358,1,351,21,0,3
295,127.92641,34.81662,45.71,2023,358,8,351,12,0,3
295,127.92641,34.81662,45.71,2024,359,19,351,45,0,3
295,127.92641,34.81662,45.71,2025,358,12,351,14,0,4
296,128.96024,35.21778,3,2023,349,12,342,20,0,2
296,128.96024,35.21778,3,2024,359,38,352,40,0,2
296,128.96024,35.21778,3,2025,358,38,351,26,0,2
