station_id,network,longitude,latitude,elevation_m,year,valid_tmax_days,valid_tmin_days,h02_mean_daily_max_c,h03_mean_daily_min_c,h04_heatwave_days,h05_tropical_nights,h06_wsdi_days,h07_annual_max_daily_max_c,h08_tx90p_days,h09_maximum_warm_spell_days,baseline_years,percentile_baseline_status,quality_status
168,ASOS,127.74063,34.73929,65.93,2025,358,0,18.843016759776518,,1,0,31,33.2,91,11,30,PASS,INSUFFICIENT_DAYS
169,ASOS,125.45105,34.68719,75.12,2021,358,0,18.215363128491624,,0,0,,32.3,,,24,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
169,ASOS,125.45105,34.68719,75.12,2022,357,0,16.860224089635857,,0,0,,31,,,24,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
169,ASOS,125.45105,34.68719,75.12,2023,358,0,17.244692737430174,,0,0,,30.8,,,24,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
169,ASOS,125.45105,34.68719,75.12,2024,359,0,18.957938718662948,,19,0,,34.9,,,24,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
169,ASOS,125.45105,34.68719,75.12,2025,358,0,18.503910614525143,,14,0,,34.8,,,24,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
170,ASOS,126.70182,34.3959,35.37,2021,356,0,19.59971910112358,,1,0,15,33.5,65,9,30,PASS,INSUFFICIENT_DAYS
170,ASOS,126.70182,34.3959,35.37,2022,358,0,19.455865921787705,,1,0,15,33.2,73,9,30,PASS,INSUFFICIENT_DAYS
170,ASOS,126.70182,34.3959,35.37,2023,357,0,19.825770308123257,,5,0,35,34.6,82,11,30,PASS,INSUFFICIENT_DAYS
170,ASOS,126.70182,34.3959,35.37,2024,353,0,21.16402266288952,,41,0,65,37,145,20,30,PASS,INSUFFICIENT_DAYS
170,ASOS,126.70182,34.3959,35.37,2025,358,0,20.585195530726253,,41,0,63,36.1,136,24,30,PASS,INSUFFICIENT_DAYS
172,ASOS,126.599,35.34824,52.42,2021,354,0,19.267231638418085,,15,0,,34.8,,,10,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
172,ASOS,126.599,35.34824,52.42,2022,358,0,18.72430167597766,,7,0,,34.7,,,10,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
172,ASOS,126.599,35.34824,52.42,2023,342,0,18.85204678362575,,12,0,,35,,,10,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
172,ASOS,126.599,35.34824,52.42,2024,345,0,19.63565217391304,,35,0,,35.7,,,10,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
172,ASOS,126.599,35.34824,52.42,2025,358,0,19.132122905027934,,24,0,,35.4,,,10,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
174,ASOS,127.3694,35.0204,165,2021,358,0,19.325418994413404,,3,0,,34.7,,,9,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
174,ASOS,127.3694,35.0204,165,2022,358,0,19.03938547486033,,1,0,,33,,,9,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
174,ASOS,127.3694,35.0204,165,2023,357,0,19.28571428571429,,6,0,,34.7,,,9,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
174,ASOS,127.3694,35.0204,165,2024,359,0,19.20557103064068,,5,0,,33.8,,,9,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
174,ASOS,127.3694,35.0204,165,2025,355,0,18.757464788732392,,13,0,,34.4,,,9,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
177,ASOS,126.68772,36.65759,27.74,2021,358,0,18.387150837988827,,9,0,,34.5,,,5,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
177,ASOS,126.68772,36.65759,27.74,2022,358,0,17.850837988826814,,6,0,,33.7,,,5,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
177,ASOS,126.68772,36.65759,27.74,2023,358,0,18.67737430167597,,10,0,,34.4,,,5,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
177,ASOS,126.68772,36.65759,27.74,2024,359,0,19.13593314763231,,18,0,,34.9,,,5,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
177,ASOS,126.68772,36.65759,27.74,2025,358,0,18.64106145251396,,20,0,,36.3,,,5,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
181,ASOS,127.396944,36.63972,32,2022,333,0,19.107807807807806,,10,0,,34.2,,,0,MISSING_BASELINE,INSUFFICIENT_DAYS
181,ASOS,127.396944,36.63972,32,2023,358,0,18.76787709497206,,13,0,,34.6,,,0,MISSING_BASELINE,INSUFFICIENT_DAYS
181,ASOS,127.38458,36.63994,33.55,2024,358,0,18.93351955307261,,8,0,,34,,,0,MISSING_BASELINE,INSUFFICIENT_DAYS
181,ASOS,127.38458,36.63994,33.55,2025,358,0,18.881843575418987,,20,0,,35.8,,,0,MISSING_BASELINE,INSUFFICIENT_DAYS
184,ASOS,126.52969,33.51411,20.79,2021,358,0,20.62597765363129,,3,0,26,33.4,79,10,30,PASS,INSUFFICIENT_DAYS
184,ASOS,126.52969,33.51411,20.79,2022,358,0,20.240223463687144,,22,0,21,36.9,71,13,30,PASS,INSUFFICIENT_DAYS
184,ASOS,126.52969,33.51411,20.79,2023,358,0,20.808379888268156,,13,0,29,37,92,9,30,PASS,INSUFFICIENT_DAYS
184,ASOS,126.52969,33.51411,20.79,2024,359,0,21.15543175487466,,33,0,43,35.4,114,17,30,PASS,INSUFFICIENT_DAYS
184,ASOS,126.52969,33.51411,20.79,2025,358,0,20.776256983240202,,23,0,47,35.9,109,18,30,PASS,INSUFFICIENT_DAYS
185,ASOS,126.16283,33.29382,71.39,2021,358,0,19.77206703910615,,1,0,28,33.2,95,9,30,PASS,INSUFFICIENT_DAYS
185,ASOS,126.16283,33.29382,71.39,2022,358,0,18.94860335195531,,1,0,13,33.9,73,7,30,PASS,INSUFFICIENT_DAYS
185,ASOS,126.16283,33.29382,71.39,2023,358,0,19.189385474860327,,1,0,15,33.3,71,9,30,PASS,INSUFFICIENT_DAYS
185,ASOS,126.16283,33.29382,71.39,2024,359,0,19.710306406685234,,4,0,19,34.3,91,19,30,PASS,INSUFFICIENT_DAYS
185,ASOS,126.16283,33.29382,71.39,2025,358,0,19.328491620111738,,4,0,49,34,99,10,30,PASS,INSUFFICIENT_DAYS
188,ASOS,126.8802,33.38677,20.34,2021,358,0,19.955865921787716,,0,0,,32,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
188,ASOS,126.8802,33.38677,20.34,2022,358,0,19.43379888268158,,5,0,,33.2,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
188,ASOS,126.8802,33.38677,20.34,2023,358,0,20.155027932960884,,0,0,,32,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
188,ASOS,126.8802,33.38677,20.34,2024,359,0,20.56323119777158,,2,0,,33.5,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
188,ASOS,126.8802,33.38677,20.34,2025,357,0,20.116246498599466,,6,0,,33.7,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
189,ASOS,126.5653,33.24616,51.86,2021,358,0,20.31899441340781,,0,0,8,32.4,51,8,30,PASS,INSUFFICIENT_DAYS
189,ASOS,126.5653,33.24616,51.86,2022,358,0,20.028491620111726,,1,0,0,33.6,46,4,30,PASS,INSUFFICIENT_DAYS
189,ASOS,126.5653,33.24616,51.86,2023,358,0,20.451117318435763,,3,0,6,33.8,52,6,30,PASS,INSUFFICIENT_DAYS
189,ASOS,126.5653,33.24616,51.86,2024,359,0,21.397771587743733,,18,0,39,34.7,108,22,30,PASS,INSUFFICIENT_DAYS
189,ASOS,126.5653,33.24616,51.86,2025,358,0,21.378491620111728,,16,0,68,34,126,28,30,PASS,INSUFFICIENT_DAYS
192,ASOS,128.04004,35.16378,29.35,2021,357,0,20.2,,9,0,9,37.1,53,9,30,PASS,INSUFFICIENT_DAYS
192,ASOS,128.04004,35.16378,29.35,2022,355,0,20.09774647887325,,12,0,0,34.2,45,4,30,PASS,INSUFFICIENT_DAYS
192,ASOS,128.04004,35.16378,29.35,2023,358,0,20.421229050279326,,12,0,19,36.4,56,7,30,PASS,INSUFFICIENT_DAYS
192,ASOS,128.04004,35.16378,29.35,2024,359,0,20.856545961002805,,36,0,8,35.7,80,8,30,PASS,INSUFFICIENT_DAYS
192,ASOS,128.04004,35.16378,29.35,2025,358,0,19.837430167597777,,29,0,24,35.4,61,11,30,PASS,INSUFFICIENT_DAYS
201,ASOS,126.44634,37.70739,47.84,2021,358,0,17.027932960893857,,6,0,,34.2,,,22,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
201,ASOS,126.44634,37.70739,47.84,2022,356,0,16.16488764044944,,1,0,,34.1,,,22,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
201,ASOS,126.44634,37.70739,47.84,2023,358,0,16.593296089385483,,1,0,,33.1,,,22,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
201,ASOS,126.44634,37.70739,47.84,2024,359,0,17.306128133704735,,1,0,,33.2,,,22,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
201,ASOS,126.44634,37.70739,47.84,2025,358,0,16.406424581005602,,4,0,,34.9,,,22,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
202,ASOS,127.49446,37.48863,47.26,2021,358,0,18.06005586592178,,12,0,,34.6,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
202,ASOS,127.49446,37.48863,47.26,2022,357,0,17.609803921568624,,4,0,,33.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
202,ASOS,127.49446,37.48863,47.26,2023,358,0,18.352234636871504,,10,0,,34.3,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
202,ASOS,127.49446,37.48863,47.26,2024,359,0,18.94679665738162,,16,0,,34.8,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
202,ASOS,127.49446,37.48863,47.26,2025,358,0,18.082960893854754,,17,0,,35.6,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
203,ASOS,127.48421,37.26399,80.09,2021,358,0,18.46396648044694,,19,0,,35.6,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
203,ASOS,127.48421,37.26399,80.09,2022,358,0,18.106703910614527,,9,0,,34.6,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
203,ASOS,127.48421,37.26399,80.09,2023,358,0,18.78240223463687,,19,0,,35.5,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
203,ASOS,127.48421,37.26399,80.09,2024,359,0,19.386350974930355,,27,0,,35.5,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
203,ASOS,127.48421,37.26399,80.09,2025,358,0,18.58296089385476,,23,0,,36,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
211,ASOS,128.16714,38.05986,201.78,2021,358,0,17.367597765363136,,17,0,,36.8,,,22,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
211,ASOS,128.16714,38.05986,201.78,2022,358,0,16.973463687150836,,6,0,,33.8,,,22,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
211,ASOS,128.16714,38.05986,201.78,2023,358,0,17.841061452513987,,16,0,,34.8,,,22,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
211,ASOS,128.16714,38.05986,201.78,2024,359,0,18.210863509749302,,20,0,,35.8,,,22,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
211,ASOS,128.16714,38.05986,201.78,2025,357,0,16.8484593837535,,8,0,,34.7,,,22,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
212,ASOS,127.88043,37.6836,140.2,2021,358,0,17.920670391061456,,16,0,,36.2,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
212,ASOS,127.88043,37.6836,140.2,2022,358,0,17.36564245810056,,7,0,,35,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
212,ASOS,127.88043,37.6836,140.2,2023,358,0,18.151675977653646,,17,0,,36.2,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
212,ASOS,127.88043,37.6836,140.2,2024,359,0,18.810584958217273,,22,0,,35.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
212,ASOS,127.88043,37.6836,140.2,2025,352,0,18.182102272727278,,22,0,,36.6,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
216,ASOS,128.98929,37.17038,714.45,2021,358,0,14.560893854748612,,0,0,,32.1,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
216,ASOS,128.98929,37.17038,714.45,2022,358,0,14.556983240223465,,0,0,,32.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
216,ASOS,128.98929,37.17038,714.45,2023,357,0,15.470868347338923,,0,0,,32.7,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
216,ASOS,128.98929,37.17038,714.45,2024,359,0,16.13704735376046,,2,0,,33.3,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
216,ASOS,128.98929,37.17038,714.45,2025,358,0,15.692458100558655,,8,0,,34,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
217,ASOS,128.6459,37.38149,307.58,2021,358,0,17.548324022346378,,17,0,,35,,,10,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
217,ASOS,128.6459,37.38149,307.58,2022,358,0,17.296648044692738,,13,0,,35.5,,,10,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
217,ASOS,128.6459,37.38149,307.58,2023,355,0,18.28507042253521,,23,0,,36.8,,,10,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
217,ASOS,128.67348,37.37732,312,2024,359,0,18.984679665738177,,42,0,,37.2,,,10,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
217,ASOS,128.67348,37.37732,312,2025,354,0,18.063559322033885,,36,0,,38.3,,,10,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
221,ASOS,128.19433,37.15928,264.62,2021,358,0,17.08324022346368,,6,0,,33.8,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
221,ASOS,128.19433,37.15928,264.62,2022,358,0,16.647206703910623,,3,0,,33.7,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
221,ASOS,128.19433,37.15928,264.62,2023,358,0,17.398324022346372,,4,0,,33.5,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
221,ASOS,128.19433,37.15928,264.62,2024,359,0,17.927019498607237,,10,0,,34.5,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
221,ASOS,128.19433,37.15928,264.62,2025,358,0,16.996648044692737,,10,0,,35,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
226,ASOS,127.73415,36.48761,171.31,2021,358,0,18.05698324022345,,6,0,,34.2,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
226,ASOS,127.73415,36.48761,171.31,2022,358,0,17.562569832402247,,4,0,,33.5,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
226,ASOS,127.73415,36.48761,171.31,2023,358,0,18.36648044692737,,7,0,,34.2,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
226,ASOS,127.73415,36.48761,171.31,2024,358,0,18.793575418994408,,12,0,,34.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
226,ASOS,127.73415,36.48761,171.31,2025,358,0,18.115921787709492,,10,0,,34.8,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
232,ASOS,127.29282,36.76217,84.78,2021,358,0,18.20837988826815,,12,0,,34.2,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
232,ASOS,127.29282,36.76217,84.78,2022,358,0,17.856703910614524,,4,0,,33.8,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
232,ASOS,127.29282,36.76217,84.78,2023,358,0,18.685754189944124,,10,0,,34.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
232,ASOS,127.29282,36.76217,84.78,2024,359,0,19.0707520891365,,17,0,,34.9,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
232,ASOS,127.29282,36.76217,84.78,2025,357,0,18.457422969187682,,15,0,,35.3,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
235,ASOS,126.55744,36.32724,9.98,2021,358,0,18.119553072625703,,4,0,,33.6,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
235,ASOS,126.55744,36.32724,9.98,2022,358,0,17.45335195530726,,4,0,,34.5,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
235,ASOS,126.55744,36.32724,9.98,2023,358,0,18.35865921787709,,8,0,,34.7,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
235,ASOS,126.55744,36.32724,9.98,2024,359,0,19.41448467966574,,27,0,,36.8,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
235,ASOS,126.55744,36.32724,9.98,2025,358,0,18.875418994413412,,18,0,,36.5,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
236,ASOS,126.92079,36.27242,13.42,2021,358,0,19.163687150837976,,15,0,,34.8,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
236,ASOS,126.92079,36.27242,13.42,2022,358,0,18.787150837988825,,10,0,,34.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
236,ASOS,126.92079,36.27242,13.42,2023,358,0,19.558379888268142,,18,0,,35.8,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
236,ASOS,126.92079,36.27242,13.42,2024,359,0,19.984679665738163,,32,0,,35.6,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
236,ASOS,126.92079,36.27242,13.42,2025,358,0,19.19972067039106,,24,0,,36,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
238,ASOS,127.48175,36.10563,170.17,2021,358,0,18.867039106145256,,13,0,,34.8,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
238,ASOS,127.48175,36.10563,170.17,2022,357,0,18.282913165266113,,9,0,,33.7,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
238,ASOS,127.48175,36.10563,170.17,2023,358,0,19.003631284916214,,10,0,,35.1,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
238,ASOS,127.48175,36.10563,170.17,2024,359,0,19.662952646239546,,32,0,,36,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
238,ASOS,127.48175,36.10563,170.17,2025,358,0,19.197206703910602,,27,0,,35.9,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
239,ASOS,127.24438,36.48522,89.5,2021,358,0,18.50642458100559,,12,0,,34.2,,,1,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
239,ASOS,127.24438,36.48522,89.5,2022,357,0,18.2403361344538,,8,0,,34.1,,,1,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
239,ASOS,127.24438,36.48522,89.5,2023,356,0,19.07528089887641,,14,0,,34.9,,,1,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
239,ASOS,127.24438,36.48522,89.5,2024,359,0,19.481058495821713,,29,0,,35,,,1,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
239,ASOS,127.24438,36.48522,89.5,2025,358,0,18.717318435754198,,20,0,,35.6,,,1,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
243,ASOS,126.71657,35.72961,12.2,2021,358,0,18.9745810055866,,9,0,,34.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
243,ASOS,126.71657,35.72961,12.2,2022,358,0,18.410614525139664,,6,0,,35.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
243,ASOS,126.71657,35.72961,12.2,2023,358,0,19.174581005586607,,11,0,,34.9,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
243,ASOS,126.71657,35.72961,12.2,2024,359,0,19.762952646239548,,26,0,,35.6,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
243,ASOS,126.71657,35.72961,12.2,2025,358,0,19.23882681564246,,18,0,,35.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
244,ASOS,127.28556,35.61203,247.04,2021,358,0,18.347765363128495,,1,0,,33.5,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
244,ASOS,127.28556,35.61203,247.04,2022,358,0,18.103072625698324,,0,0,,32.9,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
244,ASOS,127.28556,35.61203,247.04,2023,358,0,18.913407821229058,,6,0,,34.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
244,ASOS,127.28556,35.61203,247.04,2024,359,0,19.40334261838441,,11,0,,34.5,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
244,ASOS,127.28556,35.61203,247.04,2025,358,0,18.724301675977653,,16,0,,34.6,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
245,ASOS,126.83904,35.56333,68.7,2021,358,0,18.869832402234632,,9,0,,34.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
245,ASOS,126.83904,35.56333,68.7,2022,358,0,18.316759776536326,,6,0,,34.6,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
245,ASOS,126.83904,35.56333,68.7,2023,358,0,19.272346368715088,,15,0,,35.1,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
245,ASOS,126.83904,35.56333,68.7,2024,359,0,20.321169916434535,,42,0,,36.7,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
245,ASOS,126.83904,35.56333,68.7,2025,358,0,19.694972067039103,,40,0,,37.2,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
247,ASOS,127.39652,35.4213,133.49,2021,356,0,19.228932584269664,,7,0,,34.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
247,ASOS,127.39652,35.4213,133.49,2022,358,0,18.82122905027935,,6,0,,34.1,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
247,ASOS,127.39652,35.4213,133.49,2023,358,0,19.62849162011172,,18,0,,36.2,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
247,ASOS,127.39652,35.4213,133.49,2024,359,0,20.189136490250696,,38,0,,35.5,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
247,ASOS,127.39652,35.4213,133.49,2025,358,0,19.500837988826817,,37,0,,36.2,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
248,ASOS,127.52031,35.65696,406.87,2021,357,0,17.607843137254893,,1,0,,33.1,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
248,ASOS,127.52031,35.65696,406.87,2022,358,0,17.302793296089387,,0,0,,32.6,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
248,ASOS,127.52031,35.65696,406.87,2023,358,0,17.975977653631265,,4,0,,33.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
248,ASOS,127.52031,35.65696,406.87,2024,359,0,18.39275766016712,,1,0,,33.4,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
248,ASOS,127.52031,35.65696,406.87,2025,358,0,17.695530726256987,,6,0,,33.8,,,23,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
251,ASOS,126.697,35.42661,58.84,2021,358,0,19.257821229050293,,12,0,,35,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
251,ASOS,126.697,35.42661,58.84,2022,358,0,18.766480446927382,,7,0,,34.5,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
251,ASOS,126.697,35.42661,58.84,2023,358,0,19.45055865921788,,13,0,,35.5,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
251,ASOS,126.697,35.42661,58.84,2024,359,0,20.04568245125347,,31,0,,36.1,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
251,ASOS,126.697,35.42661,58.84,2025,358,0,19.412011173184382,,32,0,,36.4,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
252,ASOS,126.47784,35.28366,37.2,2021,356,0,18.987921348314625,,12,0,,34.8,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
252,ASOS,126.47784,35.28366,37.2,2022,358,0,18.426536312849173,,5,0,,34.6,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
252,ASOS,126.47784,35.28366,37.2,2023,355,0,19.0261971830986,,11,0,,34.7,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
252,ASOS,126.47784,35.28366,37.2,2024,359,0,19.625348189415057,,27,0,,35.7,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
252,ASOS,126.47784,35.28366,37.2,2025,351,0,19.125356125356117,,26,0,,35.2,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
253,ASOS,128.89075,35.22981,54.59,2021,358,0,20.163128491620107,,9,0,,37.5,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
253,ASOS,128.89075,35.22981,54.59,2022,358,0,19.857541899441337,,11,0,,34.5,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
253,ASOS,128.89075,35.22981,54.59,2023,358,0,20.50893854748602,,13,0,,35.5,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
253,ASOS,128.89075,35.22981,54.59,2024,359,0,21.05821727019498,,40,0,,36.7,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
253,ASOS,128.89075,35.22981,54.59,2025,358,0,20.491061452513964,,35,0,,36,,,13,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
254,ASOS,127.1286,35.37131,129.38,2021,358,0,19.496648044692733,,17,0,,35,,,12,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
254,ASOS,127.1286,35.37131,129.38,2022,358,0,19.014525139664816,,13,0,,34.6,,,12,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
254,ASOS,127.1286,35.37131,129.38,2023,358,0,19.579050279329614,,16,0,,36.1,,,12,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
254,ASOS,127.1286,35.37131,129.38,2024,359,0,20.134540389972134,,37,0,,36.4,,,12,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
254,ASOS,127.1286,35.37131,129.38,2025,358,0,19.336871508379893,,34,0,,36.2,,,12,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
255,ASOS,128.6726,35.22655,50.95,2021,356,0,20.726966292134843,,16,0,,37.3,,,12,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
255,ASOS,128.6726,35.22655,50.95,2022,358,0,20.281005586592176,,18,0,,34.5,,,12,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
255,ASOS,128.6726,35.22655,50.95,2023,358,0,20.839385474860343,,21,0,,35.9,,,12,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
255,ASOS,128.6726,35.22655,50.95,2024,359,0,21.512534818941504,,49,0,,36.7,,,12,INSUFFICIENT_BASELINE,INSUFFICIENT_DAYS
