grid_id,center_x,center_y,distance_m,distance_z,accessibility_z,nearest_shelter_name,nearest_shelter_no,nearest_shelter_lon,nearest_shelter_lat,nearest_shelter_x_5179,nearest_shelter_y_5179
899,953350.0,1925250.0,504.0158654162256,0.10332416,0.8966758,이화경로당,4111003,126.9750117,37.3207062,953485.34659343,1924764.496866912
900,953450.0,1925250.0,486.7881201357119,0.09979048,0.90020955,이화경로당,4111003,126.9750117,37.3207062,953485.34659343,1924764.496866912
901,953550.0,1925250.0,489.78909258909965,0.10040603,0.89959395,이화경로당,4111003,126.9750117,37.3207062,953485.34659343,1924764.496866912
902,953650.0,1925250.0,512.6636680448958,0.10509796,0.89490205,이화경로당,4111003,126.9750117,37.3207062,953485.34659343,1924764.496866912
903,953750.0,1925250.0,552.95091811773,0.11336149,0.8866385,이화경로당,4111003,126.9750117,37.3207062,953485.34659343,1924764.496866912
904,953850.0,1925250.0,607.19469625585,0.12448773,0.87551224,이화경로당,4111003,126.9750117,37.3207062,953485.34659343,1924764.496866912
905,953950.0,1925250.0,672.0238689773059,0.13778518,0.8622148,이화경로당,4111003,126.9750117,37.3207062,953485.34659343,1924764.496866912
906,954050.0,1925250.0,744.6789655880048,0.15268786,0.84731215,이화경로당,4111003,126.9750117,37.3207062,953485.34659343,1924764.496866912
907,954150.0,1925250.0,823.0901792046933,0.1687712,0.8312288,이화경로당,4111003,126.9750117,37.3207062,953485.34659343,1924764.496866912
908,954250.0,1925250.0,905.7638347920541,0.18572886,0.81427115,이화경로당,4111003,126.9750117,37.3207062,953485.34659343,1924764.496866912
909,954350.0,1925250.0,991.6344113286917,0.20334223,0.7966578,이화경로당,4111003,126.9750117,37.3207062,953485.34659343,1924764.496866912
910,954450.0,1925250.0,1048.6081181779327,0.21502842,0.7849716,이목경로당,4111004,126.9846113,37.3157318,954332.8804252825,1924207.9529805586
911,954550.0,1925250.0,1064.4260897085157,0.21827294,0.7817271,이목경로당,4111004,126.9846113,37.3157318,954332.8804252825,1924207.9529805586
912,954650.0,1925250.0,1089.2322137155404,0.22336103,0.776639,이목경로당,4111004,126.9846113,37.3157318,954332.8804252825,1924207.9529805586
913,954750.0,1925250.0,1122.4307240712687,0.23017056,0.76982945,이목경로당,4111004,126.9846113,37.3157318,954332.8804252825,1924207.9529805586
914,954850.0,1925250.0,1163.3033333067726,0.23855418,0.7614458,이목경로당,4111004,126.9846113,37.3157318,954332.8804252825,1924207.9529805586
915,954950.0,1925250.0,1211.0733091874101,0.24835254,0.7516475,이목경로당,4111004,126.9846113,37.3157318,954332.8804252825,1924207.9529805586
916,955050.0,1925250.0,1264.959475702538,0.2594054,0.7405946,이목경로당,4111004,126.9846113,37.3157318,954332.8804252825,1924207.9529805586
917,955150.0,1925250.0,1324.2153866018682,0.27155972,0.7284403,이목경로당,4111004,126.9846113,37.3157318,954332.8804252825,1924207.9529805586
