RSTR_FCLTY_NO,RSTR_NM,RN_DTL_ADRES,ARCD,LO,LA,x_5179,y_5179,USE_PSBL_NMPR,FCLTY_TY
4111330,화서5단지(아)경로당,"경기도 수원시 팔달구 덕영대로697번길 48 (화서동, 화서주공아파트)",4111569000,126.9925439,37.2842544,955017.0274123531,1920712.0453002397,28.0,3
4111170,우림필유(아)경로당,"경기도 수원시 권선구  고색로  8   (고색동, 우림필유)",4111355000,126.9776694,37.2482935,953676.4583696427,1916729.7395543703,18.0,3
4111016,상율전경로당,경기도 수원시 장안구 서부로2181번길 68-8,4111156600,126.9697715,37.303864,953010.5728489741,1922898.608912599,13.0,3
4111500089,힐스테이트푸르지오수원(아)제1경로당,"경기도 수원시 팔달구 효원로93번길 33 (매교동, 힐스테이트 푸르지오 수원)",4111565000,127.0122421,37.2685118,956754.1625309413,1918956.3821044804,20.0,3
4111057,꽃뫼노을마을한국(아)경로당,경기도 수원시 장안구 대평로51번길 56,4111157200,126.9907248,37.2922148,954860.5295133786,1921596.0374989284,17.0,3
4111058,꽃뫼노을마을한마루(아)경로당,"경기도 수원시 장안구  덕영대로639번길  63 , 261동 (정자동, 한마루아파트)",4111157100,126.9889576,37.2913395,954703.3683279632,1921499.776828714,38.0,3
4111060,정자동신미주(아)경로당,경기도 수원시 장안구 수성로275번길 133,4111157200,126.9979396,37.2952866,955501.8251686422,1921933.403127293,8.0,3
4111061,눈e부신(아)경로당,경기도 수원시 장안구 영화로71번길 3,4111157200,127.0065123,37.2925442,956260.0504782936,1921625.1617667305,6.0,3
4111062,금강에스쁘아(아)경로당,경기도 수원시 장안구 영화로71번길 24,4111157200,127.004976,37.2924771,956123.8416869077,1921618.429425782,6.0,3
4111063,백설마을주공2단지(아)경로당,경기도 수원시 장안구 대평로89번길 10,4111157300,126.9916979,37.2965708,954949.3783149868,1922078.8278423878,9.0,3
4111064,백설마을주공1단지(아)경로당,경기도 수원시 장안구 대평로89번길 32,4111157300,126.9906442,37.296116,954855.71682721,1922028.8748981366,9.0,3
4111065,대림진흥(아)경로당,경기도 수원시 장안구 천천로74번길 92,4111157300,126.9888719,37.3004751,954701.25076298,1922513.3212354712,16.0,3
4111066,비단마을베스트타운(아)경로당,경기도 수원시 장안구 정자로42번길 52,4111157300,126.980905,37.2980674,953993.7122684945,1922250.057664705,39.0,3
4111262,아이파크시티7단지(아)경로당,경기도 수원시 권선구 덕영대로1190번길 100,4111368000,127.0199112,37.2467061,957421.8567301024,1916533.7988512549,66.0,3
4111264,두산동아(아)경로당,"경기도 수원시 권선구  덕영대로1217번길  24   (권선동, 두산동아아파트)",4111368000,127.025561,37.2495479,957924.5097607999,1916846.5388349923,25.0,3
4111265,신현대(아)경로당,"경기도 수원시 권선구  권광로27번길  22   (권선동, 신현대아파트)",4111368000,127.0270536,37.2510494,958057.7136842918,1917012.451261926,8.0,3
4111268,아이파크시티3단지(아)경로당,경기도 수원시 권선구  동수원로145번길  73   (권선동),4111368000,127.0258947,37.2425321,957950.2059605212,1916068.065475544,22.0,3
4111169,고색샛터경로당,"경기도 수원시 권선구  서둔로39번길  16 , 고색샛터경로당 (고색동)",4111355000,126.983096,37.2555713,954162.1360143191,1917534.490971372,10.0,3
4111141,버드내경로당,경기도 수원시 권선구  수원천로  24   (세류동),4111353000,127.0096088,37.2573526,956514.2703194557,1917719.5953663462,19.0,3
4111142,세리경로당,경기도 수원시 권선구 경수대로235번길 68-4 (세류동),4111353000,127.0143154,37.2495015,956927.164078898,1916846.4492883652,22.0,3
4111143,문화경로당,경기도 수원시 권선구  세지로12번길  45   (세류동),4111353000,127.0173046,37.2526554,957194.0466560464,1917194.983836514,19.0,3
4111260,SK뷰경로당,"경기도 수원시 권선구  권선로694번길  26   (권선동, 권선 SK VIEW)",4111367000,127.0259024,37.2578248,957959.3864077663,1917764.6184298475,14.0,3
4111261,제일경로당,경기도 수원시 권선구  장다리로  97   (권선동),4111367000,127.0212981,37.2590354,957551.7768113407,1917900.9766362626,25.0,3
4111144,현대경로당,경기도 수원시 권선구  정조로485번길  18-5  (세류동),4111353000,127.0100049,37.2524545,956546.5817082046,1917176.02249638,26.0,3
4111134,센트럴어반시티(아)경로당,경기도 수원시 권선구 세권로 1,4111352000,127.00645,37.260719,956236.1077192182,1918094.5172733613,300.0,3
4111700134,광교푸른숲도서관,경기도 수원시 영통구 광교호수로 131 (하동),4111761000,127.0666,37.2814,961580.2468335587,1920362.7285060824,400.0,1
4111005,장안힐스테이트(아),"경기도 수원시 장안구 장안로359번길 20 (이목동, 수원장안힐스테이트)",4111156000,126.9839139,37.3130802,954269.4790949665,1923914.1207370097,18.0,3
4111422,아주(아)경로당,"경기도 수원시 영통구 동수원로537번길 50 (원천동, 아주아파트)",4111755000,127.046853,37.275325,959826.4898491098,1919696.9752432876,18.0,1
4111008,파송경로당,경기도 수원시 장안구 파장로22번길 30 (파장동),4111156000,126.999,37.3055814,955601.8622801235,1923075.010008294,26.0,3
4111006,북수원아이파크(아),"경기도 수원시 장안구 경수대로 1110-15 (파장동, 북수원아이파크)",4111156000,126.9909252,37.3117533,954889.9637433725,1923763.5448376425,10.0,3
4111007,STX칸(아),경기도 수원시 장안구 장안로 395,4111156000,126.9833877,37.3143204,954223.6040717149,1924051.9636741788,25.0,3
4111119,창훈대경로당,경기도 수원시 장안구 창훈로39번길 4,4111160000,127.0301517,37.2961462,958357.3112480058,1922014.0943239662,19.0,3
4111246,매실경로당,경기도 수원시 권선구 칠보로129번길 16,4111366400,126.95334,37.2667657,951530.5951968516,1918791.218716302,10.0,3
4111700118,힐스테이트영통(아)경로당,경기도 수원시 영통구 덕영대로 1462-14,4111759600,127.0487027,37.2434342,959973.603249644,1916158.2564541372,31.0,3
4111111,조원주공뉴타운2단지(아)경로,경기도 수원시 장안구 금당로39번길 34,4111159800,127.018888,37.3030752,957362.9140650184,1922787.8171229959,30.0,3
4111112,조원주공뉴타운1단지(아)경로,경기도 수원시 장안구 금당로39번길 33,4111159800,127.0157652,37.3046156,957087.0389858553,1922960.1220631797,20.0,3
4111113,한일타운(아)제1경로당,경기도 수원시 장안구 경수대로976번길 22,4111159800,127.0081302,37.3060686,956411.2584189728,1923124.8110770688,46.0,3
4111114,한일타운(아)제2경로당,경기도 수원시 장안구 경수대로976번길 22,4111159800,127.0082063,37.306074,956418.005444349,1923125.37506697,46.0,3
4111115,스위첸(아)경로당,경기도 수원시 장안구 송원로 131-28,4111159800,127.0124356,37.3065571,956793.0783048593,1923177.0287962374,16.0,3
4111421,매원경로당,경기도 수원시 영통구 신원로276번길 36 (원천동),4111755000,127.0627239,37.2603276,961225.8343744904,1918026.5547028354,11.0,1
4111251,호매실벨섬시티14단지(아)경로당,경기도 수원시 권선구 호매실로218번길 22,4111366400,126.9577284,37.2626734,951917.0923844981,1918334.9817686419,39.0,3
4111300111,수원하늘채더퍼스트2단지(아)경로당,"경기도 수원시 권선구 망포로 13 (곡반정동, 수원 하늘채 더퍼스트 1단지)",4111369000,127.0354807,37.2429957,958800.6739456833,1916115.2819652846,54.0,3
4111700128,광교레이크파크한양수자인(아)경로당,경기도 수원시 영통구 광교호수로152번길 23,4111761000,127.0711175,37.2806364,961980.3290662814,1920276.1898436123,25.0,3
4111252,휴먼시아7단지(아)경로당,경기도 수원시 권선구 금곡로102번길 126,4111366400,126.9416873,37.269068,950498.9113564431,1919052.6680836228,66.0,3
4111420,광교가람호반베르디움경로당,"경기도 수원시 영통구 광교호수공원로 45 (원천동, 광교 호반베르디움)",4111755000,127.0567882,37.2729173,960706.0431985636,1919425.6938358985,40.0,3
4111220,"LG빌리지(아)3,4단지경로",경기도 수원시 권선구 금곡로73번길 71,4111366200,126.9344959,37.2747453,949865.0671157608,1919686.2934083277,24.0,3
4111240,한양수자인파크원(아)경로당,경기도 수원시 권선구 칠보로 102,4111366400,126.9505118,37.2654675,951278.9954528317,1918648.6494425626,33.0,3
4111221,일신건영(아)경로당,경기도 수원시 권선구 매곡로 68,4111366200,126.9551363,37.2705177,951692.2618279043,1919206.5455811135,9.0,3
4111222,호매실휴먼시아4단지경로당,경기도 수원시 권선구 금곡로 137,4111366200,126.9463072,37.2753003,950912.5706441245,1919741.6707779428,21.0,3
4111223,호매실휴먼시아8단지경로당,경기도 수원시 권선구 금곡로140번길 29,4111366200,126.9457187,37.2720239,950858.2673107871,1919378.4932100414,26.0,3
4111224,호매실역서희스타힐스(아)경로당,경기도 수원시 권선구 금곡로 46,4111366200,126.9396165,37.2724072,950317.5028475265,1919424.2035739312,33.0,3
4111700126,광교대학로경로당,경기도 수원시 영통구 대학4로 23 (이의동),4111760000,127.0470437,37.2996693,959856.331353543,1922397.6406086844,31.0,1
4111225,와이시티(아)경로당,경기도 수원시 권선구 금곡로 20,4111366200,126.939806,37.269169,950332.176557729,1919064.8589469367,20.0,3
4111423,원천레이크파크경로당,"경기도 수원시 영통구 중부대로448번길 28 (원천동, 원천 레이크파크아파트)",4111755000,127.0608732,37.2683965,961065.8823283445,1918922.4710090437,58.0,3
4111247,호매실휴먼시아16단지경로당,경기도 수원시 권선구 호매실로165번길 30,4111366400,126.9546649,37.2602214,951643.8837941318,1918064.5191523577,29.0,3
4111248,호매실휴먼시아15단지경로당,경기도 수원시 권선구 호매실로165번길 70,4111366400,126.952377,37.2602338,951441.0167435312,1918067.0663524647,22.0,3
4111117,동문밖경로당,경기도 수원시 장안구 경수대로754번길 59,4111160000,127.0237694,37.2931747,957789.9837943802,1921687.26658699,20.0,3
4111118,장수경로당,경기도 수원시 장안구 월드컵로418번길 31,4111160000,127.0274914,37.2943753,958120.5454984973,1921818.8059585607,17.0,3
4111700120,광교호반트라엘(아)경로당,경기도 수원시 영통구 대학로 98,4111760000,127.0492194,37.3036145,960051.2426750134,1922834.3988768926,29.0,3
4111300110,벽산한성(아)경로당,"경기도 수원시 권선구 권중로 99 (권선동, 벽산한성아파트)",4111368000,127.0309746,37.2496403,958404.6670695611,1916854.3969258494,20.0,3
4111191,여기산경로당,경기도 수원시 권선구 여기산로16번길 17,4111356000,126.9795704,37.2789227,953863.7407046568,1920126.7969161794,9.0,3
4111192,웃거리경로당,"경기도 수원시 권선구  서둔로269번길  12 , 웃거리경로당 (탑동)",4111356000,126.9782613,37.2752817,953745.45983425,1919723.504820529,44.0,3
4111234,삼익1차(아)경로당,경기도 수원시 권선구 금호로 45,4111366200,126.9566599,37.2698429,951826.9157143312,1919130.906632839,10.0,3
4111235,능실마을19단지(아)경로당,"경기도 수원시 권선구 호매실로166번길 63 (호매실동, 호매실스위첸)",4111366400,126.960851,37.259811,952192.1644898659,1918015.8464861284,35.0,3
4111424,원천먼내경로당,경기도 수원시 영통구 동탄원천로1109번길 22 (원천동),4111755000,127.0576411,37.2695727,960779.9245303216,1919054.2925807524,29.0,1
4111425,원천삼성1차경로당,"경기도 수원시 영통구  삼성로268번길  8   (원천동, 원천1차삼성아파트)",4111755000,127.0626198,37.2645396,961218.7633390772,1918493.8726203246,27.0,3
4111426,원천주공(아)경로당,"경기도 수원시 영통구 중부대로271번길 27-9 (원천동, 주공아파트)",4111755000,127.0465583,37.2770579,959801.2847262537,1919889.347262809,50.0,1
4111253,88경로당,경기도 수원시 권선구 효원로256번길 16 (권선동),4111367000,127.0285553,37.2614633,958196.6446876788,1918167.0952819479,26.0,3
4111254,권선경로당,경기도 수원시 권선구 권선로668번길 35-9,4111367000,127.024115,37.2581257,957801.0555562318,1917798.7955171717,64.0,3
4111255,장수경로당,경기도 수원시 권선구  권중로7번길  18   (권선동),4111367000,127.0340071,37.2563079,958677.246543711,1917592.765426939,20.0,3
4111300112,LH수원당수1단지(아)경로당,경기도 수원시 권선구 당수로 178 (당수동),4111370000,126.9443822,37.2861238,950748.9623930493,1920943.429622804,35.0,3
4111500076,신풍경로당,경기도 수원시 팔달구 화서문로16번길 70 (신풍동),4111574000,127.0099863,37.2831767,956562.5835836194,1920584.3324893496,71.0,3
4111418,광교2차e편한세상경로당,경기도 수원시 영통구  웰빙타운로  50   (이의동),4111760000,127.0465806,37.3067433,959819.0523383861,1923182.6259882404,25.0,3
4111249,두암경로당,경기도 수원시 권선구 칠보로241번길 11-3,4111366400,126.9588476,37.2696115,952020.7341382498,1919104.1235315076,40.0,3
4111419,광교에일린의뜰경로당,"경기도 수원시 영통구 광교호수공원로 155 (원천동, 수원광교에일린의뜰)",4111755000,127.0592746,37.2776747,960928.940681025,1919952.446640239,60.0,3
4111149,행복경로당,경기도 수원시 권선구 세권로94번길 36-17,4111354000,127.0136362,37.2564399,956870.8843673249,1917616.4982498745,35.0,3
4111150,세류3동분회경로당,경기도 수원시 권선구  정조로588번길  18-9  (세류동),4111354000,127.0144458,37.2606694,956945.084868394,1918085.346854373,19.0,3
4111241,자목경로당,경기도 수원시 권선구 칠보로88번길 90,4111366400,126.945287,37.2637752,950814.6280430177,1918463.609421951,14.0,3
4111242,능실마을22단지경로당,경기도 수원시 권선구 호매실로166번길 10,4111366400,126.959033,37.25832,952030.0105605037,1917851.3557635508,26.0,3
4111243,노림경로당,경기도 수원시 권선구 매실로 47-21,4111366400,126.9561659,37.2685831,951782.3134724131,1918991.3965093764,16.0,3
4111131,가는골경로당,경기도 수원시 권선구 덕영대로997번길 61,4111352000,127.007258,37.2585549,956306.504822955,1917854.0603235764,19.0,3
4111132,세류1동분회경로당,경기도 수원시 권선구 세류로38번길 13-8,4111352000,127.0088196,37.2626191,956447.319590662,1918304.219729127,17.0,3
4111244,호매실GS(아)경로당,경기도 수원시 권선구 매실로 70,4111366400,126.9593304,37.2676005,952062.2652574336,1918880.7792274975,44.0,3
4111002,노송경로당,경기도 수원시 장안구 경수대로1073번길 11 (파장동),4111156000,126.9948252,37.3084231,955233.5776980502,1923392.2375542275,10.0,3
4111003,이화경로당,경기도 수원시 장안구 장안로478번길 55 (이목동),4111156000,126.9750117,37.3207062,953485.34659343,1924764.496866912,25.0,3
4111004,이목경로당,경기도 수원시 장안구 장안로398번길 13 (이목동),4111156000,126.9846113,37.3157318,954332.8804252825,1924207.9529805586,41.0,3
4111133,수원역해모로(아)경로당,경기도 수원시 권선구 세류로 60,4111352000,127.009502,37.264439,956508.874549032,1918505.804284092,300.0,3
4111088,동성영화타운경로당,경기도 수원시 장안구 정조로 941,4111158000,127.0119128,37.2912728,956737.9952677223,1921481.628557414,13.0,3
4111089,영화동벽산(아)경로당,경기도 수원시 장안구 수성로402번길 45-2,4111158000,127.0176185,37.2932554,957244.849829105,1921698.9827834063,9.0,3
4111090,화성경로당,경기도 수원시 장안구 영화로7번길 22,4111158000,127.0091159,37.2876624,956488.0090740443,1921082.3747913563,34.0,3
4111313,매교경로당,경기도 수원시 팔달구 매산로126번길 46-14 (매교동),4111565000,127.0145032,37.2698608,956955.4065609343,1919105.0082264976,93.0,3
4111314,문화맨션경로당,"경기도 수원시 팔달구 정조로 659 (매교동, 문화맨션)",4111565000,127.0160079,37.2675043,957087.4781958126,1918842.896112598,11.0,3
4111315,연향예스빌(아)경로당,"경기도 수원시 팔달구 정조로 687 (매교동, 연향예스빌아파트)",4111565000,127.0171505,37.2698907,957190.1370459357,1919107.1241812771,17.0,3
4111316,건영캐스빌(아)경로당,경기도 수원시 팔달구 매산로130번길 15 (매교동),4111565000,127.0155197,37.271308,957046.353113611,1919265.0977361877,12.0,3
4111091,태영(아)경로당,경기도 수원시 장안구 영화로25번길 22,4111158000,127.0076024,37.2886722,956354.4347479622,1921195.0991768003,15.0,3
4111092,화홍경로당,경기도 수원시 장안구 수원천로407번길 1,4111158000,127.018635,37.289565,957332.8623102246,1921289.1115368607,51.0,3
4111040,남서울그린맨션경로당,경기도 수원시 장안구 만석로159번길 71 (정자동),4111157100,126.9953308,37.3046405,955276.1418217387,1922972.3559977952,13.0,3
4111204,강남(아)경로당,"경기도 수원시 권선구  수성로  18 , 강남아파트경로당 (구운동, 강남아파트)",4111365000,126.975968,37.281382,953545.8958612136,1920401.394176064,12.0,3
4111181,중보뜰경로당,"경기도 수원시 권선구  매송고색로804번길  67-27,  중보뜰경로당 (고색동)",4111355000,126.9924885,37.2517662,954992.7838107334,1917107.8485742793,18.0,3
4111182,영조(아)경로당,"경기도 수원시 권선구  서수원로  161-11  (오목천동, 영조아름다운나날1단지)",4111355000,126.969133,37.240954,952914.8252332967,1915919.7134991742,13.0,3
4111460,"살구골서광,성지,동아,진덕경로당","경기도 수원시 영통구 봉영로 1526 (영통동, 살구골 진덕,서광,성지,동아 아파트)",4111758500,127.0701027,37.2478554,961873.8462969171,1916639.9052318523,40.0,3
4111312,교동경로당,경기도 수원시 팔달구 향교로 136-3 (교동),4111565000,127.0150182,37.2729216,957002.8078875787,1919444.3373997551,48.0,3
4111162,고색1동경로당(고색큰말),"경기도 수원시 권선구  고산로27번길  23 , 고색2동경로당(고색큰말) (고색동)",4111355000,126.9805097,37.248622,953928.5557949019,1916764.7968638195,17.0,3
4111461,살구골현대(아)경로당,"경기도 수원시 영통구 매영로 366 (영통동, 현대아파트)",4111758500,127.071645,37.249747,962011.5780491104,1916849.136905324,21.0,1
4111300113,힐스테이트호매실(아)경로당,"경기도 수원시 권선구 호매실로166번길 33 (호매실동, 힐스테이트 호매실)",4111366400,126.9584584,37.2600416,951980.1507171065,1918042.6405323113,49.0,3
4111151,신성경로당,경기도 수원시 권선구 세권로 89-10,4111354000,127.0145117,37.2585484,956949.7212399157,1917850.0148412418,19.0,3
4111152,현대(아)경로당,경기도 수원시 권선구 세지로 97,4111354000,127.0172667,37.2604657,957195.1051829259,1918061.4688329166,9.0,3
4111153,세류3동성원(아)경로당,경기도 수원시 권선구 정조로 618,4111354000,127.0156764,37.2635902,957055.8633927938,1918408.8189963568,16.0,3
4111458,벽적골주공8단지2차(아)경로당,"경기도 수원시 영통구  영통로290번길  26   (영통동, 벽적골 1,2단지 주공아파트)",4111758500,127.0601184,37.2506989,960989.8334242986,1916959.427801665,20.0,3
4111459,벽적골주공9단지(아)경로당,"경기도 수원시 영통구 봉영로1517번길 27 (영통동, 벽적골9단지 주공아파트)",4111758000,127.0656931,37.2473173,961482.4977224043,1916581.9942455848,30.0,3
4111700123,광교아르테코경로당,경기도 수원시 영통구 광교로42번길 80,4111760000,127.0444954,37.2862279,959623.3016649275,1920907.5408953594,51.0,1
4111157,녹턴(아)경로당,경기도 수원시 권선구 세지로 35,4111354000,127.0153428,37.2553513,957021.6024801669,1917494.9535657533,6.0,3
4111158,버드내노인복지관,경기도 수원시 권선구 권선로564번길 36,4111354000,127.0120294,37.2610995,956731.0632285714,1918134.163950792,144.0,3
4111193,센트라우스(아)경로당,경기도 수원시 권선구 세화로168번길 15,4111356000,126.9954116,37.2680437,955261.6410683624,1918912.276856705,23.0,3
4111194,골말경로당,"경기도 수원시 권선구  상탑로21번길  35-9, 골말경로당 (탑동)",4111356000,126.9726338,37.2722674,953244.6881144152,1919391.8658396543,51.0,3
4111195,북탑경로당,"경기도 수원시 권선구  서둔로199번길  10 ,  북탑경로당 (탑동)",4111356000,126.9789936,37.269234,953806.6872304911,1919052.2176339629,55.0,3
4111196,청산경로당,"경기도 수원시 권선구  상탑로53번길  28-1,  청산경로당 (탑동)",4111356000,126.9769708,37.2729085,953629.5946048631,1919460.8546450923,22.0,3
4111082,연꽃마을벽산(아)경로당,경기도 수원시 장안구 정자천로189번길 40,4111157300,126.9959968,37.2985823,955331.5803504765,1922299.9440494464,21.0,3
4111083,청솔마을한라비발디(아)경로당,경기도 수원시 장안구 만석로20번길 28,4111157300,126.9839178,37.2940542,954258.302245711,1921803.3714858382,26.0,3
4111236,호매실마을13단지(아)경로당,"경기도 수원시 권선구 호매실로218번길 111 (호매실동, 호매실마을13단지)",4111366400,126.9586301,37.2649513,951998.492045483,1918587.2331319503,41.0,3
4111041,미도(아)경로당,경기도 수원시 장안구 대평로162번길 50,4111157100,126.9922778,37.3025662,955004.3467460413,1922743.6816211354,13.0,3
4111325,영광(아)경로당,"경기도 수원시 팔달구 덕영대로757번길 10 (화서동, 영광아파트)",4111568000,126.9938475,37.2794483,955129.7314180032,1920178.2387903973,12.0,3
4111326,서문경로당,경기도 수원시 팔달구 팔달로173번길 14-13 (화서동),4111568000,127.0060354,37.2842394,956212.9682253416,1920704.049866475,17.0,3
4111327,벽산블루밍푸른숲(아)경로당,"경기도 수원시 팔달구 화양로50번길 30 (화서동, 화서역 블루밍푸른숲아파트)",4111568000,127.0001936,37.2823593,955694.0216074222,1920498.1926517857,15.0,3
4111328,화서3단지(아)경로당,"경기도 수원시 팔달구 덕영대로697번길 47 (화서동, 화서3단지주공아파트)",4111569000,126.9923508,37.2859232,955000.90383338,1920897.2734456237,54.0,3
4111210,구운청구(아)경로당,경기도 수원시 권선구 수성로35번길 60,4111365000,126.978051,37.2857442,953733.2205048286,1920884.3148196517,19.0,3
4111190,서둔동남(아)경로당,경기도 수원시 권선구 여기산로 54 (동남아파트 5동),4111356000,126.980019,37.282952,953905.9668963099,1920573.587745538,11.0,3
4111086,서부경로당,경기도 수원시 장안구 영화로38번길 4,4111158000,127.0089703,37.2903211,956476.6344633721,1921377.3973500875,41.0,3
4111500095,수원역푸르지오자이제2경로당,"경기도 수원시 팔달구 고등로 15 (고등동, 수원역푸르지오자이)",4111567000,126.9990349,37.2738991,955586.3358471429,1919560.1647619077,100.0,3
4111211,군들경로당,경기도 수원시 권선구 구운로45번길 8-32,4111365000,126.9713101,37.2775667,953130.6159961766,1919980.4234917858,44.0,3
4111237,능실마을21단지(아)경로당,경기도 수원시 권선구 호매실로 103,4111366400,126.9595767,37.2541033,952075.552053888,1917383.2821875245,36.0,3
4111238,호매실엔루체(아)경로당,경기도 수원시 권선구 호매실로166번길 70,4111366400,126.9614366,37.2579075,952242.8899089656,1917804.3776037982,16.0,3
4111154,삼익(아)경로당,경기도 수원시 권선구 세지로 99,4111354000,127.0176154,37.2611714,957226.4243634444,1918139.600958823,14.0,3
4111155,유천경로당,경기도 수원시 권선구  권선로544번길  20   (세류동),4111354000,127.0105283,37.2622376,956598.6111008737,1918261.1113307397,26.0,3
4111156,세권경로당,경기도 수원시 권선구 세지로42번길 31-10,4111354000,127.0184031,37.2558324,957293.2568703009,1917546.9410449092,31.0,3
4111055,벽산3차(아)경로당,경기도 수원시 장안구 정자천로188번길 28,4111157200,126.9961834,37.2946996,955345.8231456171,1921869.109296051,34.0,3
4111500092,효원경로당,경기도 수원시 팔달구 세류로83번길 36-11 (매산로3가),4111566000,127.008833,37.2676196,956451.3873758743,1918858.9656461137,20.0,3
4111171,태산3차(아)경로당,"경기도 수원시 권선구  매송고색로533번길  7   (오목천동, 태산아파트)",4111355000,126.962103,37.2455792,952294.2108812082,1916436.3486401038,24.0,3
4111172,상송마을주공(아)경로당,"경기도 수원시 권선구  오목천로  15 , 경로당 (오목천동, 상송마을주공아파트)",4111355000,126.9639358,37.2404294,952453.527155919,1915864.1122891603,32.0,3
4111173,동남(아)경로당,경기도 수원시 권선구 권선로436번길 21,4111355000,127.0005895,37.2623508,955717.3993824375,1918278.2743890274,24.0,3
4111700141,광교자연앤힐스테이트(아)경로당,"경기도 수원시 영통구 도청로 65 (이의동, 자연앤 힐스테이트)",4111760000,127.0507157,37.2876773,960175.4465028938,1921065.6992399828,41.0,1
4111700122,광교에듀포레(아)경로당,경기도 수원시 영통구 에듀타운로 7,4111760000,127.0523993,37.2838672,960322.6811727405,1920642.3009365841,25.0,1
4111116,광교산임광그대가(아)경로당,경기도 수원시 장안구 수일로 205,4111159800,127.0127785,37.3077999,956824.1761949915,1923314.7484690521,33.0,3
4111108,보훈복지타운제5경로당,경기도 수원시 장안구 수일로336번길 9,4111159700,127.0227118,37.2991772,957699.6057070364,1922353.6555965126,25.0,3
4111110,보훈복지타운제7경로당,경기도 수원시 장안구 수일로336번길 9,4111159700,127.0239383,37.2993881,957808.4246184031,1922376.50479575,30.0,3
4111500112,우만삼성아파트경로당,"경기도 수원시 팔달구 아주로 17 (우만동, 삼성아파트)",4111572000,127.0432886,37.276439,959511.0846940329,1919822.0813399432,31.0,3
4111093,솔대경로당,경기도 수원시 장안구 수일로118번길 23,4111159100,127.0027408,37.3078214,955934.6778048932,1923321.7655755735,69.0,3
4111077,"신안,한일(아)경로당","경기도 수원시 장안구  하률로30번길  22   (천천동, 신안한일)",4111156600,126.9751042,37.3026258,953482.4034194126,1922758.6055060923,34.0,3
4111094,동진(아)경로당,경기도 수원시 장안구 정조로1060번길 5,4111159100,127.0049435,37.3011091,956125.9749389038,1922576.0779906872,8.0,3
4111500090,힐스테이트푸르지오수원(아)제2경로당,"경기도 수원시 팔달구 효원로93번길 33 (매교동, 힐스테이트 푸르지오 수원)",4111565000,127.0121884,37.2688619,956749.6015724692,1918995.2465256865,20.0,3
4111084,서문경로당(영화동),경기도 수원시 장안구 장안로 33  (영화동),4111158000,127.0046605,37.2876652,956093.0811929943,1921084.744604446,50.0,3
4111462,"신나무실신성신안,쌍용,진흥경로당","경기도 수원시 영통구 매영로310번길 12 (영통동, 신성.신안.쌍용.진흥아파트)",4111758500,127.0655698,37.2545081,961475.2238789917,1917379.7832796879,32.0,3
4111500101,꽃뫼버들마을진흥(아)경로당,"경기도 수원시 팔달구 화산로 57 (화서동, 꽃뫼버들마을 진흥아파트)",4111569000,126.9840038,37.2890516,954262.896398007,1921248.3417972582,30.0,3
4111161,고색2동경로당(작은마을),"경기도 수원시 권선구  고색로78번길  5 , 고색2동경로당(작은마을) (고색동)",4111355000,126.9854551,37.250915,954368.5288661593,1917016.7847656882,12.0,3
4111076,"삼호,진덕(아)경로당","경기도 수원시 장안구  하률로46번길  22   (천천동, 삼호진덕아파트)",4111156600,126.9776443,37.3026803,953707.5486044199,1922763.4049382175,23.0,3
4111009,파장경로당,경기도 수원시 장안구 파장천로 51 (파장동),4111156000,126.9961636,37.3098802,955353.0433934149,1923553.2555233447,9.0,3
4111159,꿈에그린(아)경로당,경기도 수원시 권선구 서수원로 99,4111355000,126.975602,37.235323,953485.1367065063,1915291.818446374,37.0,3
4111160,평동경로당,경기도 수원시 권선구 평동로68번길 38  (평동),4111355000,126.9941425,37.2562245,955142.1086222049,1917601.6635217858,16.0,3
4111463,"신나무실신명,동보(아)경로당",경기도 수원시 영통구 매영로310번길 87 (영통동),4111758500,127.0653605,37.2509555,961454.8534638493,1916985.7471237273,38.0,3
4111205,삼환(아)경로당,경기도 수원시 권선구 수성로 47,4111365000,126.9785724,37.2839903,953778.3662350256,1920689.4825109362,34.0,3
4111206,선경(아)경로당,경기도 수원시 권선구 여기산로 19,4111365000,126.9776073,37.2791677,953689.8600391968,1920154.9364400553,8.0,3
4111464,신나무주공5단지1차경로당,"경기도 수원시 영통구 영통로290번길 25 (영통동, 신나무실주공아파트)",4111758500,127.0631611,37.2522536,961260.4676287266,1917130.6547484747,42.0,3
4111483,영통뜨란채(아)경로당,"경기도 수원시 영통구  영통로200번길  156   (망포동, 방죽마을영통뜨란채)",4111759300,127.0653008,37.2427493,961445.3784951709,1916075.3859173418,23.0,3
4111484,그대가프리미어(아)경로당,"경기도 수원시 영통구 덕영대로1484번길 21 (망포동, 그대가 프리미어)",4111759600,127.0545995,37.2442171,960497.0129028582,1916242.6335009888,27.0,3
4111087,영화경로당,경기도 수원시 장안구 팔달로291번길 21-20 (영화동),4111158000,127.014648,37.2911813,956980.3814000338,1921470.2297662462,57.0,3
4111480,LG동수원자이(아)경로당,"경기도 수원시 영통구 영통로 111 (망포동, 엘지동수원자이아파트)",4111759300,127.0573139,37.2374524,960734.247835836,1915491.0375122353,24.0,3
4111481,망포벽산e빌리지(아)경로당,"경기도 수원시 영통구  동탄지성로488번길  22   (망포동, 망포마을 벽산 이빌리지)",4111759600,127.0471063,37.2362659,959828.2107118493,1915363.690819369,32.0,3
