grid_id,gid,lbl,centroid_x,centroid_y,row,col
1273,다사583247,,958350.0,1924750.0,34,92
1274,다사584247,,958450.0,1924750.0,34,93
1275,다사585247,,958550.0,1924750.0,34,94
1276,다사586247,,958650.0,1924750.0,34,95
1277,다사587247,,958750.0,1924750.0,34,96
1278,다사588247,,958850.0,1924750.0,34,97
1279,다사589247,,958950.0,1924750.0,34,98
1280,다사590247,,959050.0,1924750.0,34,99
1281,다사591247,,959150.0,1924750.0,34,100
1282,다사592247,,959250.0,1924750.0,34,101
1283,다사593247,,959350.0,1924750.0,34,102
1284,다사529246,,952950.0,1924650.0,35,38
1285,다사530246,,953050.0,1924650.0,35,39
1286,다사531246,,953150.0,1924650.0,35,40
1287,다사532246,,953250.0,1924650.0,35,41
1288,다사533246,9.00,953350.0,1924650.0,35,42
1289,다사534246,N/A,953450.0,1924650.0,35,43
1290,다사535246,N/A,953550.0,1924650.0,35,44
1291,다사536246,N/A,953650.0,1924650.0,35,45
1292,다사537246,N/A,953750.0,1924650.0,35,46
1293,다사538246,N/A,953850.0,1924650.0,35,47
1294,다사539246,N/A,953950.0,1924650.0,35,48
1295,다사540246,,954050.0,1924650.0,35,49
1296,다사541246,N/A,954150.0,1924650.0,35,50
1297,다사542246,24.00,954250.0,1924650.0,35,51
1298,다사543246,7.00,954350.0,1924650.0,35,52
1299,다사544246,,954450.0,1924650.0,35,53
1300,다사545246,,954550.0,1924650.0,35,54
1301,다사546246,N/A,954650.0,1924650.0,35,55
1302,다사547246,9.00,954750.0,1924650.0,35,56
1303,다사548246,,954850.0,1924650.0,35,57
1304,다사549246,,954950.0,1924650.0,35,58
1305,다사550246,,955050.0,1924650.0,35,59
1306,다사551246,,955150.0,1924650.0,35,60
1307,다사552246,,955250.0,1924650.0,35,61
1308,다사553246,,955350.0,1924650.0,35,62
1309,다사554246,,955450.0,1924650.0,35,63
1310,다사555246,,955550.0,1924650.0,35,64
1311,다사556246,,955650.0,1924650.0,35,65
1312,다사557246,,955750.0,1924650.0,35,66
1313,다사558246,,955850.0,1924650.0,35,67
1314,다사559246,,955950.0,1924650.0,35,68
1315,다사560246,,956050.0,1924650.0,35,69
1316,다사561246,,956150.0,1924650.0,35,70
1317,다사562246,,956250.0,1924650.0,35,71
1318,다사563246,,956350.0,1924650.0,35,72
1319,다사564246,,956450.0,1924650.0,35,73
1320,다사565246,,956550.0,1924650.0,35,74
1321,다사566246,,956650.0,1924650.0,35,75
1322,다사567246,,956750.0,1924650.0,35,76
1323,다사568246,,956850.0,1924650.0,35,77
1324,다사569246,,956950.0,1924650.0,35,78
1325,다사570246,N/A,957050.0,1924650.0,35,79
1326,다사571246,,957150.0,1924650.0,35,80
1327,다사572246,N/A,957250.0,1924650.0,35,81
1328,다사573246,,957350.0,1924650.0,35,82
1329,다사574246,,957450.0,1924650.0,35,83
1330,다사575246,,957550.0,1924650.0,35,84
1331,다사576246,,957650.0,1924650.0,35,85
1332,다사577246,16.00,957750.0,1924650.0,35,86
1333,다사578246,N/A,957850.0,1924650.0,35,87
1334,다사579246,N/A,957950.0,1924650.0,35,88
1335,다사580246,,958050.0,1924650.0,35,89
1336,다사581246,,958150.0,1924650.0,35,90
1337,다사582246,,958250.0,1924650.0,35,91
1338,다사583246,,958350.0,1924650.0,35,92
1339,다사584246,,958450.0,1924650.0,35,93
1340,다사585246,,958550.0,1924650.0,35,94
1341,다사586246,,958650.0,1924650.0,35,95
1342,다사587246,,958750.0,1924650.0,35,96
1343,다사588246,,958850.0,1924650.0,35,97
1344,다사589246,,958950.0,1924650.0,35,98
1345,다사590246,,959050.0,1924650.0,35,99
1346,다사591246,,959150.0,1924650.0,35,100
1347,다사592246,,959250.0,1924650.0,35,101
1348,다사593246,,959350.0,1924650.0,35,102
1349,다사528245,,952850.0,1924550.0,36,37
1350,다사529245,,952950.0,1924550.0,36,38
1351,다사530245,,953050.0,1924550.0,36,39
1352,다사531245,,953150.0,1924550.0,36,40
1353,다사532245,,953250.0,1924550.0,36,41
1354,다사533245,15.00,953350.0,1924550.0,36,42
1355,다사534245,6.00,953450.0,1924550.0,36,43
1356,다사535245,N/A,953550.0,1924550.0,36,44
1357,다사536245,,953650.0,1924550.0,36,45
1358,다사537245,N/A,953750.0,1924550.0,36,46
1359,다사538245,11.00,953850.0,1924550.0,36,47
1360,다사539245,,953950.0,1924550.0,36,48
1361,다사540245,,954050.0,1924550.0,36,49
1362,다사541245,,954150.0,1924550.0,36,50
1363,다사542245,46.00,954250.0,1924550.0,36,51
1364,다사543245,11.00,954350.0,1924550.0,36,52
1365,다사544245,,954450.0,1924550.0,36,53
1366,다사545245,,954550.0,1924550.0,36,54
1367,다사546245,,954650.0,1924550.0,36,55
1368,다사547245,,954750.0,1924550.0,36,56
1369,다사548245,,954850.0,1924550.0,36,57
1370,다사549245,,954950.0,1924550.0,36,58
1371,다사550245,N/A,955050.0,1924550.0,36,59
1372,다사551245,N/A,955150.0,1924550.0,36,60
1373,다사552245,,955250.0,1924550.0,36,61
1374,다사553245,,955350.0,1924550.0,36,62
1375,다사554245,,955450.0,1924550.0,36,63
1376,다사555245,,955550.0,1924550.0,36,64
1377,다사556245,,955650.0,1924550.0,36,65
1378,다사557245,,955750.0,1924550.0,36,66
1379,다사558245,,955850.0,1924550.0,36,67
1380,다사559245,,955950.0,1924550.0,36,68
1381,다사560245,,956050.0,1924550.0,36,69
1382,다사561245,,956150.0,1924550.0,36,70
1383,다사562245,,956250.0,1924550.0,36,71
1384,다사563245,,956350.0,1924550.0,36,72
1385,다사564245,,956450.0,1924550.0,36,73
1386,다사565245,,956550.0,1924550.0,36,74
1387,다사566245,,956650.0,1924550.0,36,75
1388,다사567245,,956750.0,1924550.0,36,76
1389,다사568245,,956850.0,1924550.0,36,77
1390,다사569245,,956950.0,1924550.0,36,78
1391,다사570245,,957050.0,1924550.0,36,79
1392,다사571245,6.00,957150.0,1924550.0,36,80
1393,다사572245,N/A,957250.0,1924550.0,36,81
1394,다사573245,,957350.0,1924550.0,36,82
1395,다사574245,,957450.0,1924550.0,36,83
1396,다사575245,39.00,957550.0,1924550.0,36,84
1397,다사576245,N/A,957650.0,1924550.0,36,85
1398,다사577245,8.00,957750.0,1924550.0,36,86
1399,다사578245,,957850.0,1924550.0,36,87
1400,다사579245,,957950.0,1924550.0,36,88
1401,다사580245,,958050.0,1924550.0,36,89
1402,다사581245,,958150.0,1924550.0,36,90
1403,다사582245,,958250.0,1924550.0,36,91
1404,다사583245,,958350.0,1924550.0,36,92
1405,다사584245,,958450.0,1924550.0,36,93
1406,다사585245,,958550.0,1924550.0,36,94
1407,다사586245,,958650.0,1924550.0,36,95
1408,다사587245,,958750.0,1924550.0,36,96
1409,다사588245,,958850.0,1924550.0,36,97
1410,다사589245,,958950.0,1924550.0,36,98
1411,다사590245,,959050.0,1924550.0,36,99
1412,다사591245,,959150.0,1924550.0,36,100
1413,다사592245,,959250.0,1924550.0,36,101
1414,다사593245,,959350.0,1924550.0,36,102
1415,다사594245,,959450.0,1924550.0,36,103
1416,다사595245,,959550.0,1924550.0,36,104
1417,다사527244,,952750.0,1924450.0,37,36
1418,다사528244,,952850.0,1924450.0,37,37
1419,다사529244,,952950.0,1924450.0,37,38
1420,다사530244,,953050.0,1924450.0,37,39
1421,다사531244,,953150.0,1924450.0,37,40
1422,다사532244,,953250.0,1924450.0,37,41
1423,다사533244,N/A,953350.0,1924450.0,37,42
1424,다사534244,11.00,953450.0,1924450.0,37,43
1425,다사535244,,953550.0,1924450.0,37,44
1426,다사536244,N/A,953650.0,1924450.0,37,45
1427,다사537244,N/A,953750.0,1924450.0,37,46
1428,다사538244,N/A,953850.0,1924450.0,37,47
1429,다사539244,,953950.0,1924450.0,37,48
1430,다사540244,7.00,954050.0,1924450.0,37,49
1431,다사541244,7.00,954150.0,1924450.0,37,50
1432,다사542244,32.00,954250.0,1924450.0,37,51
1433,다사543244,16.00,954350.0,1924450.0,37,52
1434,다사544244,,954450.0,1924450.0,37,53
1435,다사545244,,954550.0,1924450.0,37,54
1436,다사546244,,954650.0,1924450.0,37,55
1437,다사547244,,954750.0,1924450.0,37,56
1438,다사548244,,954850.0,1924450.0,37,57
1439,다사549244,,954950.0,1924450.0,37,58
1440,다사550244,,955050.0,1924450.0,37,59
1441,다사551244,,955150.0,1924450.0,37,60
1442,다사552244,,955250.0,1924450.0,37,61
1443,다사553244,,955350.0,1924450.0,37,62
1444,다사554244,,955450.0,1924450.0,37,63
1445,다사555244,,955550.0,1924450.0,37,64
1446,다사556244,,955650.0,1924450.0,37,65
1447,다사557244,,955750.0,1924450.0,37,66
1448,다사558244,,955850.0,1924450.0,37,67
1449,다사559244,,955950.0,1924450.0,37,68
1450,다사560244,,956050.0,1924450.0,37,69
1451,다사561244,,956150.0,1924450.0,37,70
1452,다사562244,,956250.0,1924450.0,37,71
1453,다사563244,,956350.0,1924450.0,37,72
1454,다사564244,,956450.0,1924450.0,37,73
1455,다사565244,,956550.0,1924450.0,37,74
1456,다사566244,,956650.0,1924450.0,37,75
1457,다사567244,,956750.0,1924450.0,37,76
1458,다사568244,,956850.0,1924450.0,37,77
1459,다사569244,,956950.0,1924450.0,37,78
1460,다사570244,N/A,957050.0,1924450.0,37,79
1461,다사571244,,957150.0,1924450.0,37,80
1462,다사572244,11.00,957250.0,1924450.0,37,81
1463,다사573244,N/A,957350.0,1924450.0,37,82
1464,다사574244,,957450.0,1924450.0,37,83
1465,다사575244,14.00,957550.0,1924450.0,37,84
1466,다사576244,N/A,957650.0,1924450.0,37,85
1467,다사577244,,957750.0,1924450.0,37,86
1468,다사578244,,957850.0,1924450.0,37,87
1469,다사579244,,957950.0,1924450.0,37,88
1470,다사580244,,958050.0,1924450.0,37,89
1471,다사581244,,958150.0,1924450.0,37,90
1472,다사582244,,958250.0,1924450.0,37,91
1473,다사583244,,958350.0,1924450.0,37,92
1474,다사584244,,958450.0,1924450.0,37,93
1475,다사585244,,958550.0,1924450.0,37,94
1476,다사586244,,958650.0,1924450.0,37,95
1477,다사587244,,958750.0,1924450.0,37,96
1478,다사588244,,958850.0,1924450.0,37,97
1479,다사589244,,958950.0,1924450.0,37,98
1480,다사590244,,959050.0,1924450.0,37,99
1481,다사591244,,959150.0,1924450.0,37,100
1482,다사592244,,959250.0,1924450.0,37,101
1483,다사593244,,959350.0,1924450.0,37,102
1484,다사594244,,959450.0,1924450.0,37,103
1485,다사595244,,959550.0,1924450.0,37,104
1486,다사596244,,959650.0,1924450.0,37,105
1487,다사597244,,959750.0,1924450.0,37,106
1488,다사527243,,952750.0,1924350.0,38,36
1489,다사528243,,952850.0,1924350.0,38,37
1490,다사529243,,952950.0,1924350.0,38,38
1491,다사530243,,953050.0,1924350.0,38,39
1492,다사531243,,953150.0,1924350.0,38,40
1493,다사532243,N/A,953250.0,1924350.0,38,41
1494,다사533243,,953350.0,1924350.0,38,42
1495,다사534243,,953450.0,1924350.0,38,43
1496,다사535243,,953550.0,1924350.0,38,44
1497,다사536243,,953650.0,1924350.0,38,45
1498,다사537243,,953750.0,1924350.0,38,46
1499,다사538243,8.00,953850.0,1924350.0,38,47
1500,다사539243,34.00,953950.0,1924350.0,38,48
1501,다사540243,27.00,954050.0,1924350.0,38,49
1502,다사541243,N/A,954150.0,1924350.0,38,50
1503,다사542243,,954250.0,1924350.0,38,51
1504,다사543243,N/A,954350.0,1924350.0,38,52
1505,다사544243,N/A,954450.0,1924350.0,38,53
1506,다사545243,9.00,954550.0,1924350.0,38,54
1507,다사546243,,954650.0,1924350.0,38,55
1508,다사547243,N/A,954750.0,1924350.0,38,56
1509,다사548243,N/A,954850.0,1924350.0,38,57
1510,다사549243,,954950.0,1924350.0,38,58
1511,다사550243,,955050.0,1924350.0,38,59
1512,다사551243,,955150.0,1924350.0,38,60
1513,다사552243,,955250.0,1924350.0,38,61
1514,다사553243,,955350.0,1924350.0,38,62
1515,다사554243,,955450.0,1924350.0,38,63
1516,다사555243,,955550.0,1924350.0,38,64
1517,다사556243,,955650.0,1924350.0,38,65
1518,다사557243,,955750.0,1924350.0,38,66
1519,다사558243,,955850.0,1924350.0,38,67
1520,다사559243,,955950.0,1924350.0,38,68
1521,다사560243,,956050.0,1924350.0,38,69
1522,다사561243,,956150.0,1924350.0,38,70
1523,다사562243,,956250.0,1924350.0,38,71
1524,다사563243,,956350.0,1924350.0,38,72
1525,다사564243,,956450.0,1924350.0,38,73
1526,다사565243,,956550.0,1924350.0,38,74
1527,다사566243,,956650.0,1924350.0,38,75
1528,다사567243,,956750.0,1924350.0,38,76
1529,다사568243,,956850.0,1924350.0,38,77
1530,다사569243,,956950.0,1924350.0,38,78
1531,다사570243,N/A,957050.0,1924350.0,38,79
1532,다사571243,,957150.0,1924350.0,38,80
1533,다사572243,N/A,957250.0,1924350.0,38,81
1534,다사573243,,957350.0,1924350.0,38,82
1535,다사574243,,957450.0,1924350.0,38,83
1536,다사575243,N/A,957550.0,1924350.0,38,84
1537,다사576243,,957650.0,1924350.0,38,85
1538,다사577243,,957750.0,1924350.0,38,86
1539,다사578243,,957850.0,1924350.0,38,87
1540,다사579243,,957950.0,1924350.0,38,88
1541,다사580243,,958050.0,1924350.0,38,89
1542,다사581243,,958150.0,1924350.0,38,90
1543,다사582243,,958250.0,1924350.0,38,91
1544,다사583243,,958350.0,1924350.0,38,92
1545,다사584243,,958450.0,1924350.0,38,93
1546,다사585243,,958550.0,1924350.0,38,94
1547,다사586243,,958650.0,1924350.0,38,95
1548,다사587243,,958750.0,1924350.0,38,96
1549,다사588243,,958850.0,1924350.0,38,97
1550,다사589243,,958950.0,1924350.0,38,98
1551,다사590243,,959050.0,1924350.0,38,99
1552,다사591243,,959150.0,1924350.0,38,100
1553,다사592243,,959250.0,1924350.0,38,101
1554,다사593243,,959350.0,1924350.0,38,102
1555,다사594243,,959450.0,1924350.0,38,103
1556,다사595243,,959550.0,1924350.0,38,104
1557,다사596243,,959650.0,1924350.0,38,105
1558,다사597243,,959750.0,1924350.0,38,106
1559,다사598243,,959850.0,1924350.0,38,107
1560,다사599243,,959950.0,1924350.0,38,108
1561,다사527242,,952750.0,1924250.0,39,36
1562,다사528242,,952850.0,1924250.0,39,37
1563,다사529242,,952950.0,1924250.0,39,38
1564,다사530242,,953050.0,1924250.0,39,39
1565,다사531242,,953150.0,1924250.0,39,40
1566,다사532242,,953250.0,1924250.0,39,41
1567,다사533242,,953350.0,1924250.0,39,42
1568,다사534242,,953450.0,1924250.0,39,43
1569,다사535242,,953550.0,1924250.0,39,44
1570,다사536242,,953650.0,1924250.0,39,45
1571,다사537242,,953750.0,1924250.0,39,46
1572,다사538242,,953850.0,1924250.0,39,47
1573,다사539242,,953950.0,1924250.0,39,48
1574,다사540242,N/A,954050.0,1924250.0,39,49
1575,다사541242,306.00,954150.0,1924250.0,39,50
1576,다사542242,56.00,954250.0,1924250.0,39,51
1577,다사543242,N/A,954350.0,1924250.0,39,52
1578,다사544242,17.00,954450.0,1924250.0,39,53
1579,다사545242,,954550.0,1924250.0,39,54
1580,다사546242,,954650.0,1924250.0,39,55
1581,다사547242,N/A,954750.0,1924250.0,39,56
1582,다사548242,,954850.0,1924250.0,39,57
1583,다사549242,,954950.0,1924250.0,39,58
1584,다사550242,,955050.0,1924250.0,39,59
1585,다사551242,,955150.0,1924250.0,39,60
1586,다사552242,,955250.0,1924250.0,39,61
1587,다사553242,,955350.0,1924250.0,39,62
1588,다사554242,,955450.0,1924250.0,39,63
1589,다사555242,,955550.0,1924250.0,39,64
1590,다사556242,,955650.0,1924250.0,39,65
1591,다사557242,9.00,955750.0,1924250.0,39,66
1592,다사558242,36.00,955850.0,1924250.0,39,67
1593,다사559242,6.00,955950.0,1924250.0,39,68
1594,다사560242,N/A,956050.0,1924250.0,39,69
1595,다사561242,,956150.0,1924250.0,39,70
1596,다사562242,,956250.0,1924250.0,39,71
1597,다사563242,,956350.0,1924250.0,39,72
1598,다사564242,,956450.0,1924250.0,39,73
1599,다사565242,,956550.0,1924250.0,39,74
1600,다사566242,,956650.0,1924250.0,39,75
1601,다사567242,,956750.0,1924250.0,39,76
1602,다사568242,,956850.0,1924250.0,39,77
1603,다사569242,,956950.0,1924250.0,39,78
1604,다사570242,,957050.0,1924250.0,39,79
1605,다사571242,,957150.0,1924250.0,39,80
1606,다사572242,,957250.0,1924250.0,39,81
1607,다사573242,N/A,957350.0,1924250.0,39,82
1608,다사574242,N/A,957450.0,1924250.0,39,83
1609,다사575242,,957550.0,1924250.0,39,84
1610,다사576242,,957650.0,1924250.0,39,85
1611,다사577242,N/A,957750.0,1924250.0,39,86
1612,다사578242,,957850.0,1924250.0,39,87
1613,다사579242,,957950.0,1924250.0,39,88
1614,다사580242,,958050.0,1924250.0,39,89
1615,다사581242,,958150.0,1924250.0,39,90
1616,다사582242,,958250.0,1924250.0,39,91
1617,다사583242,,958350.0,1924250.0,39,92
1618,다사584242,,958450.0,1924250.0,39,93
1619,다사585242,,958550.0,1924250.0,39,94
1620,다사586242,,958650.0,1924250.0,39,95
1621,다사587242,N/A,958750.0,1924250.0,39,96
1622,다사588242,,958850.0,1924250.0,39,97
1623,다사589242,,958950.0,1924250.0,39,98
1624,다사590242,,959050.0,1924250.0,39,99
1625,다사591242,,959150.0,1924250.0,39,100
1626,다사592242,,959250.0,1924250.0,39,101
1627,다사593242,,959350.0,1924250.0,39,102
1628,다사594242,,959450.0,1924250.0,39,103
1629,다사595242,,959550.0,1924250.0,39,104
1630,다사596242,,959650.0,1924250.0,39,105
1631,다사597242,,959750.0,1924250.0,39,106
1632,다사598242,,959850.0,1924250.0,39,107
1633,다사599242,,959950.0,1924250.0,39,108
1634,다사600242,,960050.0,1924250.0,39,109
1635,다사603242,,960350.0,1924250.0,39,112
1636,다사604242,,960450.0,1924250.0,39,113
1637,다사605242,,960550.0,1924250.0,39,114
1638,다사527241,,952750.0,1924150.0,40,36
1639,다사528241,,952850.0,1924150.0,40,37
1640,다사529241,,952950.0,1924150.0,40,38
1641,다사530241,,953050.0,1924150.0,40,39
1642,다사531241,,953150.0,1924150.0,40,40
1643,다사532241,,953250.0,1924150.0,40,41
1644,다사533241,,953350.0,1924150.0,40,42
1645,다사534241,,953450.0,1924150.0,40,43
1646,다사535241,,953550.0,1924150.0,40,44
1647,다사536241,,953650.0,1924150.0,40,45
1648,다사537241,,953750.0,1924150.0,40,46
1649,다사538241,,953850.0,1924150.0,40,47
1650,다사539241,,953950.0,1924150.0,40,48
1651,다사540241,,954050.0,1924150.0,40,49
1652,다사541241,,954150.0,1924150.0,40,50
1653,다사542241,452.00,954250.0,1924150.0,40,51
1654,다사543241,32.00,954350.0,1924150.0,40,52
1655,다사544241,17.00,954450.0,1924150.0,40,53
1656,다사545241,,954550.0,1924150.0,40,54
1657,다사546241,,954650.0,1924150.0,40,55
1658,다사547241,,954750.0,1924150.0,40,56
1659,다사548241,,954850.0,1924150.0,40,57
1660,다사549241,6.00,954950.0,1924150.0,40,58
1661,다사550241,169.00,955050.0,1924150.0,40,59
1662,다사551241,259.00,955150.0,1924150.0,40,60
1663,다사552241,,955250.0,1924150.0,40,61
1664,다사553241,,955350.0,1924150.0,40,62
1665,다사554241,,955450.0,1924150.0,40,63
1666,다사555241,,955550.0,1924150.0,40,64
1667,다사556241,,955650.0,1924150.0,40,65
1668,다사557241,19.00,955750.0,1924150.0,40,66
1669,다사558241,9.00,955850.0,1924150.0,40,67
1670,다사559241,N/A,955950.0,1924150.0,40,68
1671,다사560241,,956050.0,1924150.0,40,69
1672,다사561241,,956150.0,1924150.0,40,70
1673,다사562241,,956250.0,1924150.0,40,71
1674,다사563241,,956350.0,1924150.0,40,72
1675,다사564241,,956450.0,1924150.0,40,73
1676,다사565241,,956550.0,1924150.0,40,74
1677,다사566241,,956650.0,1924150.0,40,75
1678,다사567241,,956750.0,1924150.0,40,76
1679,다사568241,,956850.0,1924150.0,40,77
1680,다사569241,,956950.0,1924150.0,40,78
1681,다사570241,,957050.0,1924150.0,40,79
1682,다사571241,,957150.0,1924150.0,40,80
1683,다사572241,,957250.0,1924150.0,40,81
1684,다사573241,N/A,957350.0,1924150.0,40,82
1685,다사574241,18.00,957450.0,1924150.0,40,83
1686,다사575241,N/A,957550.0,1924150.0,40,84
1687,다사576241,,957650.0,1924150.0,40,85
1688,다사577241,N/A,957750.0,1924150.0,40,86
1689,다사578241,7.00,957850.0,1924150.0,40,87
1690,다사579241,,957950.0,1924150.0,40,88
1691,다사580241,N/A,958050.0,1924150.0,40,89
1692,다사581241,7.00,958150.0,1924150.0,40,90
1693,다사582241,,958250.0,1924150.0,40,91
1694,다사583241,,958350.0,1924150.0,40,92
1695,다사584241,,958450.0,1924150.0,40,93
1696,다사585241,,958550.0,1924150.0,40,94
1697,다사586241,,958650.0,1924150.0,40,95
1698,다사587241,,958750.0,1924150.0,40,96
1699,다사588241,,958850.0,1924150.0,40,97
1700,다사589241,,958950.0,1924150.0,40,98
1701,다사590241,,959050.0,1924150.0,40,99
1702,다사591241,,959150.0,1924150.0,40,100
1703,다사592241,,959250.0,1924150.0,40,101
1704,다사593241,,959350.0,1924150.0,40,102
1705,다사594241,,959450.0,1924150.0,40,103
1706,다사595241,,959550.0,1924150.0,40,104
1707,다사596241,,959650.0,1924150.0,40,105
1708,다사597241,,959750.0,1924150.0,40,106
1709,다사598241,,959850.0,1924150.0,40,107
1710,다사599241,,959950.0,1924150.0,40,108
1711,다사600241,,960050.0,1924150.0,40,109
1712,다사601241,,960150.0,1924150.0,40,110
1713,다사602241,,960250.0,1924150.0,40,111
1714,다사603241,,960350.0,1924150.0,40,112
1715,다사604241,,960450.0,1924150.0,40,113
1716,다사605241,,960550.0,1924150.0,40,114
1717,다사606241,,960650.0,1924150.0,40,115
1718,다사607241,,960750.0,1924150.0,40,116
1719,다사608241,,960850.0,1924150.0,40,117
1720,다사527240,,952750.0,1924050.0,41,36
1721,다사528240,,952850.0,1924050.0,41,37
1722,다사529240,,952950.0,1924050.0,41,38
1723,다사530240,,953050.0,1924050.0,41,39
1724,다사531240,,953150.0,1924050.0,41,40
1725,다사532240,,953250.0,1924050.0,41,41
1726,다사533240,,953350.0,1924050.0,41,42
1727,다사534240,,953450.0,1924050.0,41,43
1728,다사535240,,953550.0,1924050.0,41,44
1729,다사536240,,953650.0,1924050.0,41,45
1730,다사537240,,953750.0,1924050.0,41,46
1731,다사538240,,953850.0,1924050.0,41,47
1732,다사539240,,953950.0,1924050.0,41,48
1733,다사540240,579.00,954050.0,1924050.0,41,49
1734,다사541240,655.00,954150.0,1924050.0,41,50
1735,다사542240,233.00,954250.0,1924050.0,41,51
1736,다사543240,N/A,954350.0,1924050.0,41,52
1737,다사544240,N/A,954450.0,1924050.0,41,53
1738,다사545240,,954550.0,1924050.0,41,54
1739,다사546240,,954650.0,1924050.0,41,55
1740,다사547240,,954750.0,1924050.0,41,56
1741,다사548240,,954850.0,1924050.0,41,57
1742,다사549240,,954950.0,1924050.0,41,58
1743,다사550240,,955050.0,1924050.0,41,59
1744,다사551240,320.00,955150.0,1924050.0,41,60
1745,다사552240,244.00,955250.0,1924050.0,41,61
1746,다사553240,,955350.0,1924050.0,41,62
1747,다사554240,,955450.0,1924050.0,41,63
1748,다사555240,,955550.0,1924050.0,41,64
1749,다사556240,,955650.0,1924050.0,41,65
1750,다사557240,,955750.0,1924050.0,41,66
1751,다사558240,N/A,955850.0,1924050.0,41,67
1752,다사559240,,955950.0,1924050.0,41,68
1753,다사560240,,956050.0,1924050.0,41,69
1754,다사561240,,956150.0,1924050.0,41,70
1755,다사562240,,956250.0,1924050.0,41,71
1756,다사563240,,956350.0,1924050.0,41,72
1757,다사564240,,956450.0,1924050.0,41,73
1758,다사565240,,956550.0,1924050.0,41,74
1759,다사566240,,956650.0,1924050.0,41,75
1760,다사567240,,956750.0,1924050.0,41,76
1761,다사568240,,956850.0,1924050.0,41,77
1762,다사569240,,956950.0,1924050.0,41,78
1763,다사570240,,957050.0,1924050.0,41,79
1764,다사571240,,957150.0,1924050.0,41,80
1765,다사572240,,957250.0,1924050.0,41,81
1766,다사573240,,957350.0,1924050.0,41,82
1767,다사574240,,957450.0,1924050.0,41,83
1768,다사575240,N/A,957550.0,1924050.0,41,84
1769,다사576240,,957650.0,1924050.0,41,85
1770,다사577240,,957750.0,1924050.0,41,86
1771,다사578240,,957850.0,1924050.0,41,87
1772,다사579240,,957950.0,1924050.0,41,88
1773,다사580240,,958050.0,1924050.0,41,89
1774,다사581240,,958150.0,1924050.0,41,90
1775,다사582240,,958250.0,1924050.0,41,91
1776,다사583240,,958350.0,1924050.0,41,92
1777,다사584240,,958450.0,1924050.0,41,93
1778,다사585240,,958550.0,1924050.0,41,94
1779,다사586240,,958650.0,1924050.0,41,95
1780,다사587240,,958750.0,1924050.0,41,96
1781,다사588240,,958850.0,1924050.0,41,97
1782,다사589240,,958950.0,1924050.0,41,98
1783,다사590240,,959050.0,1924050.0,41,99
1784,다사591240,,959150.0,1924050.0,41,100
1785,다사592240,,959250.0,1924050.0,41,101
1786,다사593240,,959350.0,1924050.0,41,102
1787,다사594240,,959450.0,1924050.0,41,103
1788,다사595240,,959550.0,1924050.0,41,104
1789,다사596240,,959650.0,1924050.0,41,105
1790,다사597240,,959750.0,1924050.0,41,106
1791,다사598240,,959850.0,1924050.0,41,107
1792,다사599240,,959950.0,1924050.0,41,108
1793,다사600240,,960050.0,1924050.0,41,109
1794,다사601240,,960150.0,1924050.0,41,110
1795,다사602240,,960250.0,1924050.0,41,111
1796,다사603240,,960350.0,1924050.0,41,112
1797,다사604240,,960450.0,1924050.0,41,113
1798,다사605240,,960550.0,1924050.0,41,114
1799,다사606240,,960650.0,1924050.0,41,115
1800,다사607240,,960750.0,1924050.0,41,116
1801,다사608240,,960850.0,1924050.0,41,117
1802,다사527239,,952750.0,1923950.0,42,36
1803,다사528239,,952850.0,1923950.0,42,37
1804,다사529239,,952950.0,1923950.0,42,38
1805,다사530239,,953050.0,1923950.0,42,39
1806,다사531239,,953150.0,1923950.0,42,40
1807,다사532239,,953250.0,1923950.0,42,41
1808,다사533239,,953350.0,1923950.0,42,42
1809,다사534239,,953450.0,1923950.0,42,43
1810,다사535239,,953550.0,1923950.0,42,44
1811,다사536239,,953650.0,1923950.0,42,45
1812,다사537239,,953750.0,1923950.0,42,46
1813,다사538239,,953850.0,1923950.0,42,47
1814,다사539239,,953950.0,1923950.0,42,48
1815,다사540239,,954050.0,1923950.0,42,49
1816,다사541239,516.00,954150.0,1923950.0,42,50
1817,다사542239,233.00,954250.0,1923950.0,42,51
1818,다사543239,444.00,954350.0,1923950.0,42,52
1819,다사544239,,954450.0,1923950.0,42,53
1820,다사545239,,954550.0,1923950.0,42,54
1821,다사546239,N/A,954650.0,1923950.0,42,55
1822,다사547239,,954750.0,1923950.0,42,56
1823,다사548239,,954850.0,1923950.0,42,57
1824,다사549239,,954950.0,1923950.0,42,58
1825,다사550239,,955050.0,1923950.0,42,59
1826,다사551239,353.00,955150.0,1923950.0,42,60
1827,다사552239,517.00,955250.0,1923950.0,42,61
1828,다사553239,,955350.0,1923950.0,42,62
1829,다사554239,,955450.0,1923950.0,42,63
1830,다사555239,N/A,955550.0,1923950.0,42,64
1831,다사556239,N/A,955650.0,1923950.0,42,65
1832,다사557239,N/A,955750.0,1923950.0,42,66
1833,다사558239,,955850.0,1923950.0,42,67
1834,다사559239,,955950.0,1923950.0,42,68
1835,다사560239,,956050.0,1923950.0,42,69
1836,다사561239,,956150.0,1923950.0,42,70
1837,다사562239,,956250.0,1923950.0,42,71
1838,다사563239,,956350.0,1923950.0,42,72
1839,다사564239,N/A,956450.0,1923950.0,42,73
1840,다사565239,,956550.0,1923950.0,42,74
